country,year,sex,suicides_no,population,gdp_for_year ($),gdp_per_capita ($)
Romania,2013,female,12208,12902816740,"199,493,490,983",10526
Romania,2014,male,38131,12909990567,"177,911,101,680",9431
Romania,2014,female,12530,12909990567,"177,911,101,680",9431
Romania,2015,male,39828,12918601064,"187,805,922,349",10020
Romania,2015,female,12872,12918601064,"187,805,922,349",10020
Romania,2016,male,40856,12924587286,"506,500,173,960",3740
Romania,2016,female,13182,12924587286,"506,500,173,960",3740
Russian Federation,1989,male,15950,12968026886,"516,814,274,022",3789
Russian Federation,1989,female,8548,12968026886,"516,814,274,022",3789
Russian Federation,1990,male,44870,13030034086,"517,962,962,963",3773
Russian Federation,1990,female,17290,13030034086,"517,962,962,963",3773
Russian Federation,1991,male,74365,13092543386,"460,290,556,901",3333
Russian Federation,1991,female,25750,13092543386,"460,290,556,901",3333
Russian Federation,1992,male,109926,13155551986,"435,083,713,851",3160
Russian Federation,1992,female,34879,13155551986,"435,083,713,851",3160
Russian Federation,1993,male,135420,13200865986,"395,077,301,248",2853
Russian Federation,1993,female,44975,13200865986,"395,077,301,248",2853
Russian Federation,1994,male,164114,13246476786,"395,531,066,563",2844
Russian Federation,1994,female,55363,13246476786,"395,531,066,563",2844
Russian Federation,1995,male,192323,13292196086,"391,719,993,757",2813
Russian Federation,1995,female,65996,13292196086,"391,719,993,757",2813
Russian Federation,1996,male,219587,13337732586,"404,926,534,140",2907
Russian Federation,1996,female,75681,13337732586,"404,926,534,140",2907
Russian Federation,1997,male,263634,13401534086,"270,953,116,950",1948
Russian Federation,1997,female,85175,13401534086,"270,953,116,950",1948
Russian Federation,1998,male,288123,13446005186,"195,905,767,669",1412
Russian Federation,1998,female,94146,13446005186,"195,905,767,669",1412
Russian Federation,1999,male,324579,13500077586,"259,708,496,267",1879
Russian Federation,1999,female,104055,13500077586,"259,708,496,267",1879
Russian Federation,2000,male,351036,13543145752,"306,602,673,980",2229
Russian Federation,2000,female,113154,13543145752,"306,602,673,980",2229
Russian Federation,2001,male,377726,13585715964,"345,110,438,692",2527
Russian Federation,2001,female,122160,13585715964,"345,110,438,692",2527
Russian Federation,2002,male,403574,13627911424,"430,347,770,732",3141
Russian Federation,2002,female,131217,13627911424,"430,347,770,732",3141
Russian Federation,2003,male,445072,13689684650,"591,016,690,743",4312
Russian Federation,2003,female,139667,13689684650,"591,016,690,743",4312
Russian Federation,2004,male,484386,13751260548,"764,017,107,992",5611
Russian Federation,2004,female,147869,13751260548,"764,017,107,992",5611
Russian Federation,2005,male,521125,13812192048,"989,930,542,279",7313
Russian Federation,2005,female,155333,13812192048,"989,930,542,279",7313
Russian Federation,2006,male,554811,13872572819,"1,299,705,247,686",9643
Russian Federation,2006,female,162560,13872572819,"1,299,705,247,686",9643
Russian Federation,2007,male,586959,13932572960,"1,660,844,408,500",12359
Russian Federation,2007,female,169901,13932572960,"1,660,844,408,500",12359
Russian Federation,2008,male,616533,13992334785,"1,222,643,696,992",9118
Russian Federation,2008,female,176826,13992334785,"1,222,643,696,992",9118
Russian Federation,2009,male,645922,14051944838,"1,524,916,112,079",11307
Russian Federation,2009,female,183311,14051944838,"1,524,916,112,079",11307
Russian Federation,2010,male,671977,14111862614,"2,051,661,732,060",15226
Russian Federation,2010,female,189106,14111862614,"2,051,661,732,060",15226
Russian Federation,2011,male,695962,14171670334,"2,210,256,976,945",16413
Russian Federation,2011,female,194674,14171670334,"2,210,256,976,945",16413
Russian Federation,2012,male,718665,14231345729,"2,297,128,039,058",17052
Russian Federation,2012,female,200128,14231345729,"2,297,128,039,058",17052
Russian Federation,2013,male,740830,14290933159,"2,063,662,665,172",15319
Russian Federation,2013,female,205104,14290933159,"2,063,662,665,172",15319
Russian Federation,2014,male,761119,14350520589,"1,368,400,705,491",9987
Russian Federation,2014,female,209759,14350520589,"1,368,400,705,491",9987
Russian Federation,2015,male,780461,14410922987,"180,302,412,231",5009
Russian Federation,2015,female,214330,14410922987,"180,302,412,231",5009
Spain,1985,male,900,14424732587,"250,638,463,467",6919
Spain,1985,female,685,14424732587,"250,638,463,467",6919
Spain,1986,male,2627,14441754687,"317,882,187,037",8727
Spain,1986,female,1408,14441754687,"317,882,187,037",8727
Spain,1987,male,4309,14458831387,"375,138,723,325",10250
Spain,1987,female,2195,14458831387,"375,138,723,325",10250
Spain,1988,male,6105,14475977087,"413,630,538,018",11258
Spain,1988,female,3005,14475977087,"413,630,538,018",11258
Spain,1989,male,7959,14493179987,"535,101,248,776",14517
Spain,1989,female,3779,14493179987,"535,101,248,776",14517
Spain,1990,male,9690,14510431387,"575,598,537,070",15574
Spain,1990,female,4583,14510431387,"575,598,537,070",15574
Spain,1991,male,11479,14527721587,"629,202,392,004",17005
Spain,1991,female,5360,14527721587,"629,202,392,004",17005
Spain,1992,male,13193,14544974487,"523,649,481,762",14106
Spain,1992,female,6042,14544974487,"523,649,481,762",14106
Spain,1993,male,15110,14562261987,"529,121,577,320",14223
Spain,1993,female,6796,14562261987,"529,121,577,320",14223
Spain,1994,male,17158,14579566887,"612,939,685,081",16444
Spain,1994,female,7538,14579566887,"612,939,685,081",16444
Spain,1995,male,19169,14596878187,"640,998,292,395",17166
Spain,1995,female,8287,14596878187,"640,998,292,395",17166
Spain,1996,male,21217,14614187587,"588,692,045,455",15738
Spain,1996,female,9156,14614187587,"588,692,045,455",15738
Spain,1997,male,23279,14631489887,"617,041,986,858",16473
Spain,1997,female,10003,14631489887,"617,041,986,858",16473
Spain,1998,male,25327,14648777587,"633,194,118,900",16756
Spain,1998,female,10765,14648777587,"633,194,118,900",16756
Spain,1999,male,27285,14666184807,"595,402,616,547",15538
Spain,1999,female,11574,14666184807,"595,402,616,547",15538
Spain,2000,male,29372,14683816708,"625,975,838,926",16169
Spain,2000,female,12393,14683816708,"625,975,838,926",16169
Spain,2001,male,31340,14701615073,"705,145,868,624",17924
Spain,2001,female,13152,14701615073,"705,145,868,624",17924
Spain,2002,male,33397,14719696153,"906,853,273,138",22701
Spain,2002,female,13969,14719696153,"906,853,273,138",22701
Spain,2003,male,35524,14738045919,"1,069,555,500,372",26372
Spain,2003,female,14797,14738045919,"1,069,555,500,372",26372
Spain,2004,male,37677,14756665823,"1,157,276,458,152",28092
Spain,2004,female,15654,14756665823,"1,157,276,458,152",28092
Spain,2005,male,39739,14775578889,"1,264,551,499,185",30246
Spain,2005,female,16483,14775578889,"1,264,551,499,185",30246
Spain,2006,male,41760,14794766978,"1,479,341,637,011",34769
Spain,2006,female,17218,14794766978,"1,479,341,637,011",34769
Spain,2007,male,43687,14814299886,"1,635,015,380,108",37848
Spain,2007,female,18019,14814299886,"1,635,015,380,108",37848
Spain,2008,male,45879,14834110273,"1,499,099,749,931",34470
Spain,2008,female,18800,14834110273,"1,499,099,749,931",34470
Spain,2009,male,48028,14854011789,"1,431,616,749,640",32839
Spain,2009,female,19563,14854011789,"1,431,616,749,640",32839
Spain,2010,male,50008,14873879910,"1,488,067,258,325",34097
Spain,2010,female,20253,14873879910,"1,488,067,258,325",34097
Spain,2011,male,51929,14893697245,"1,336,018,949,806",30146
Spain,2011,female,20998,14893697245,"1,336,018,949,806",30146
Spain,2012,male,54082,14913834592,"1,361,854,206,549",30792
Spain,2012,female,21813,14913834592,"1,361,854,206,549",30792
Spain,2013,male,56465,14933871346,"1,376,910,811,041",31171
Spain,2013,female,22773,14933871346,"1,376,910,811,041",31171
Spain,2014,male,58816,14953857132,"1,197,789,902,774",27108
Spain,2014,female,23746,14953857132,"1,197,789,902,774",27108
Spain,2015,male,60924,14973818660,"5,978,460,972",431
Spain,2015,female,24669,14973818660,"5,978,460,972",431
Sri Lanka,1985,male,2362,14979091660,"6,405,210,564",454
Sri Lanka,1985,female,1730,14979091660,"6,405,210,564",454
Sri Lanka,1986,male,6071,14986159060,"13,897,738,375",834
Sri Lanka,1986,female,3221,14986159060,"13,897,738,375",834
Sri Lanka,1996,male,9653,14994311701,"15,091,913,884",900
Sri Lanka,1996,female,4391,14994311701,"15,091,913,884",900
Sri Lanka,1997,male,13862,15002509513,"15,794,972,847",935
Sri Lanka,1997,female,5888,15002509513,"15,794,972,847",935
Sri Lanka,1998,male,17854,15010753069,"15,656,327,860",920
Sri Lanka,1998,female,7200,15010753069,"15,656,327,860",920
Sri Lanka,1999,male,21943,15019042442,"16,330,814,180",953
Sri Lanka,1999,female,8548,15019042442,"16,330,814,180",953
Sri Lanka,2000,male,25702,15027376331,"15,749,753,805",912
Sri Lanka,2000,female,9841,15027376331,"15,749,753,805",912
Sri Lanka,2001,male,29122,15035745370,"16,536,535,647",951
Sri Lanka,2001,female,10849,15035745370,"16,536,535,647",951
Sri Lanka,2002,male,32422,15044150661,"18,881,765,437",1077
Sri Lanka,2002,female,11766,15044150661,"18,881,765,437",1077
Sri Lanka,2003,male,35765,15052592296,"28,267,410,543",1580
Sri Lanka,2003,female,12700,15052592296,"28,267,410,543",1580
Sri Lanka,2006,male,38671,15061135001,"180,429,286,796",22813
Sri Lanka,2006,female,13598,15061135001,"180,429,286,796",22813
Sweden,1987,male,559,15063657701,"204,068,257,818",25731
Sweden,1987,female,464,15063657701,"204,068,257,818",25731
Sweden,1988,male,1538,15067310101,"214,875,344,910",26978
Sweden,1988,female,956,15067310101,"214,875,344,910",26978
Sweden,1989,male,2523,15070975701,"258,154,283,909",32246
Sweden,1989,female,1413,15070975701,"258,154,283,909",32246
Sweden,1990,male,3399,15074658401,"270,362,531,377",33623
Sweden,1990,female,1864,15074658401,"270,362,531,377",33623
Sweden,1991,male,4305,15078355401,"280,312,318,915",34721
Sweden,1991,female,2311,15078355401,"280,312,318,915",34721
Sweden,1992,male,5101,15082064401,"209,950,792,713",25880
Sweden,1992,female,2730,15082064401,"209,950,792,713",25880
Sweden,1993,male,5919,15085790401,"226,079,963,712",27658
Sweden,1993,female,3147,15085790401,"226,079,963,712",27658
Sweden,1994,male,6711,15089544401,"264,051,981,551",32072
Sweden,1994,female,3542,15089544401,"264,051,981,551",32072
Sweden,1995,male,7527,15093321001,"288,103,936,773",34819
Sweden,1995,female,3954,15093321001,"288,103,936,773",34819
Sweden,1996,male,8286,15097110601,"264,477,727,279",31821
Sweden,1996,female,4335,15097110601,"264,477,727,279",31821
Sweden,1997,male,9037,15100914301,"266,800,462,899",31966
Sweden,1997,female,4679,15100914301,"266,800,462,899",31966
Sweden,1998,male,9790,15104732201,"270,847,937,645",32328
Sweden,1998,female,5028,15104732201,"270,847,937,645",32328
Sweden,1999,male,10530,15108563438,"259,802,012,617",30896
Sweden,1999,female,5386,15108563438,"259,802,012,617",30896
Sweden,2000,male,11204,15112409095,"239,917,320,967",28429
Sweden,2000,female,5715,15112409095,"239,917,320,967",28429
Sweden,2001,male,11908,15116269669,"263,926,220,333",31175
Sweden,2001,female,6079,15116269669,"263,926,220,333",31175
Sweden,2002,male,12658,15120144701,"331,108,912,605",38997
Sweden,2002,female,6397,15120144701,"331,108,912,605",38997
Sweden,2003,male,13329,15124033467,"381,705,425,302",44831
Sweden,2003,female,6733,15124033467,"381,705,425,302",44831
Sweden,2004,male,14054,15127934372,"389,042,298,377",45563
Sweden,2004,female,7054,15127934372,"389,042,298,377",45563
Sweden,2005,male,14772,15131847800,"420,032,121,656",48977
Sweden,2005,female,7438,15131847800,"420,032,121,656",48977
Sweden,2006,male,15475,15135781567,"487,816,328,342",56531
Sweden,2006,female,7818,15135781567,"487,816,328,342",56531
Sweden,2007,male,16174,15139744815,"513,965,650,650",59155
Sweden,2007,female,8143,15139744815,"513,965,650,650",59155
Sweden,2008,male,16921,15143740239,"429,657,033,108",49070
Sweden,2008,female,8458,15143740239,"429,657,033,108",49070
Sweden,2009,male,17700,15147770888,"488,377,689,565",55352
Sweden,2009,female,8812,15147770888,"488,377,689,565",55352
Sweden,2010,male,18437,15151836162,"563,109,663,291",63380
Sweden,2010,female,9115,15151836162,"563,109,663,291",63380
Sweden,2011,male,19140,15155931897,"543,880,647,757",60776
Sweden,2011,female,9438,15155931897,"543,880,647,757",60776
Sweden,2012,male,19850,15160058049,"578,742,001,488",64133
Sweden,2012,female,9773,15160058049,"578,742,001,488",64133
Sweden,2013,male,20602,15164219001,"573,817,719,109",62956
Sweden,2013,female,10141,15164219001,"573,817,719,109",62956
Sweden,2014,male,21268,15168422146,"497,918,109,302",54629
Sweden,2014,female,10504,15168422146,"497,918,109,302",54629
Sweden,2015,male,22004,15172625291,"514,459,972,806",55594
Sweden,2015,female,10835,15172625291,"514,459,972,806",55594
Sweden,2016,male,22686,15176307246,"342,617,007,104",51774
Sweden,2016,female,11183,15176307246,"342,617,007,104",51774
Switzerland,1995,male,610,15178769546,"330,091,688,350",49621
Switzerland,1995,female,401,15178769546,"330,091,688,350",49621
Switzerland,1996,male,1484,15181837846,"286,519,135,327",42923
Switzerland,1996,female,823,15181837846,"286,519,135,327",42923
Switzerland,1997,male,2313,15184913646,"295,045,152,021",43872
Switzerland,1997,female,1201,15184913646,"295,045,152,021",43872
Switzerland,1998,male,3169,15188014687,"289,912,492,345",42859
Switzerland,1998,female,1563,15188014687,"289,912,492,345",42859
Switzerland,1999,male,3959,15191132633,"272,055,499,941",39952
Switzerland,1999,female,1930,15191132633,"272,055,499,941",39952
Switzerland,2000,male,4788,15194270037,"278,631,271,391",40582
Switzerland,2000,female,2329,15194270037,"278,631,271,391",40582
Switzerland,2001,male,5573,15197432871,"301,416,810,214",43419
Switzerland,2001,female,2722,15197432871,"301,416,810,214",43419
Switzerland,2002,male,6390,15200619493,"352,914,820,747",50639
Switzerland,2002,female,3188,15200619493,"352,914,820,747",50639
Switzerland,2003,male,7090,15203818651,"394,163,688,621",56123
Switzerland,2003,female,3609,15203818651,"394,163,688,621",56123
Switzerland,2004,male,7787,15207041564,"408,689,353,999",57790
Switzerland,2004,female,4036,15207041564,"408,689,353,999",57790
Switzerland,2005,male,8509,15210285336,"430,921,192,375",60536
Switzerland,2005,female,4436,15210285336,"430,921,192,375",60536
Switzerland,2006,male,9209,15213548726,"479,913,034,322",66807
Switzerland,2006,female,4882,15213548726,"479,913,034,322",66807
Switzerland,2007,male,9938,15216842322,"554,363,487,120",76202
Switzerland,2007,female,5322,15216842322,"554,363,487,120",76202
Switzerland,2008,male,10624,15220180708,"541,506,500,414",73529
Switzerland,2008,female,5775,15220180708,"541,506,500,414",73529
Switzerland,2009,male,11327,15223560954,"583,782,977,866",78474
Switzerland,2009,female,6053,15223560954,"583,782,977,866",78474
Switzerland,2010,male,11937,15226973431,"699,579,638,638",93053
Switzerland,2010,female,6335,15226973431,"699,579,638,638",93053
Switzerland,2011,male,12569,15230426823,"668,043,614,123",87951
Switzerland,2011,female,6612,15230426823,"668,043,614,123",87951
Switzerland,2012,male,13192,15233915747,"688,504,173,431",89634
Switzerland,2012,female,6898,15233915747,"688,504,173,431",89634
Switzerland,2013,male,13832,15237444518,"709,182,559,935",90809
Switzerland,2013,female,7183,15237444518,"709,182,559,935",90809
Switzerland,2014,male,14444,15241030077,"679,289,166,858",86068
Switzerland,2014,female,7459,15241030077,"679,289,166,858",86068
Switzerland,2015,male,15094,15244652015,"38,900,692,712",840
Switzerland,2015,female,7739,15244652015,"38,900,692,712",840
Thailand,1985,male,1078,15261653745,"43,096,746,122",911
Thailand,1985,female,1240,15261653745,"43,096,746,122",911
Thailand,1986,male,2638,15283140481,"50,535,438,696",1045
Thailand,1986,female,2264,15283140481,"50,535,438,696",1045
Thailand,1987,male,4254,15305006762,"85,343,063,966",1666
Thailand,1987,female,3444,15305006762,"85,343,063,966",1666
Thailand,1990,male,6638,15329947570,"98,234,695,722",1891
Thailand,1990,female,4758,15329947570,"98,234,695,722",1891
Thailand,1991,male,8397,15350739323,"111,452,869,378",2120
Thailand,1991,female,5915,15350739323,"111,452,869,378",2120
Thailand,1992,male,10115,15371752022,"146,683,499,006",2784
Thailand,1992,female,7106,15371752022,"146,683,499,006",2784
Thailand,1994,male,11692,15397697022,"169,278,552,851",3114
Thailand,1994,female,7801,15397697022,"169,278,552,851",3114
Thailand,1995,male,13861,15419385877,"183,035,154,107",3324
Thailand,1995,female,8946,15419385877,"183,035,154,107",3324
Thailand,1996,male,16121,15441290000,"150,180,268,649",2689
Thailand,1996,female,10089,15441290000,"150,180,268,649",2689
Thailand,1997,male,18299,15463468103,"113,675,706,127",2005
Thailand,1997,female,11043,15463468103,"113,675,706,127",2005
Thailand,1998,male,20919,15485972251,"126,668,932,160",2203
Thailand,1998,female,12164,15485972251,"126,668,932,160",2203
Thailand,1999,male,23715,15508839205,"126,392,308,498",2169
Thailand,1999,female,13372,15508839205,"126,392,308,498",2169
Thailand,2000,male,26464,15532090498,"134,300,851,255",2305
Thailand,2000,female,14521,15532090498,"134,300,851,255",2305
Thailand,2002,male,29113,15555109160,"152,280,653,544",2531
Thailand,2002,female,15711,15555109160,"152,280,653,544",2531
Thailand,2003,male,31626,15579214812,"172,895,476,153",2849
Thailand,2003,female,16770,15579214812,"172,895,476,153",2849
Thailand,2004,male,33964,15603576460,"189,318,499,954",3094
Thailand,2004,female,17813,15603576460,"189,318,499,954",3094
Thailand,2005,male,36156,15628180945,"221,758,486,880",3598
Thailand,2005,female,18720,15628180945,"221,758,486,880",3598
Thailand,2006,male,38243,15652995072,"262,942,650,544",4461
Thailand,2006,female,19476,15652995072,"262,942,650,544",4461
Thailand,2007,male,41082,15681282348,"291,383,081,232",4921
Thailand,2007,female,20287,15681282348,"291,383,081,232",4921
Thailand,2008,male,43231,15704986470,"281,710,095,725",4736
Thailand,2008,female,21159,15704986470,"281,710,095,725",4736
Thailand,2009,male,46041,15733456252,"341,105,009,515",5707
Thailand,2009,female,22020,15733456252,"341,105,009,515",5707
Thailand,2010,male,48809,15762013635,"370,818,747,397",6153
Thailand,2010,female,22868,15762013635,"370,818,747,397",6153
Thailand,2011,male,51012,15786348607,"397,558,094,270",6584
Thailand,2011,female,23756,15786348607,"397,558,094,270",6584
Thailand,2012,male,53931,15815092250,"420,333,333,333",6917
Thailand,2012,female,24686,15815092250,"420,333,333,333",6917
Thailand,2013,male,56884,15843941379,"407,339,361,696",6662
Thailand,2013,female,25542,15843941379,"407,339,361,696",6662
Thailand,2014,male,59276,15868928442,"401,399,422,443",6552
Thailand,2014,female,26420,15868928442,"401,399,422,443",6552
Thailand,2015,male,62468,15897853401,"411,755,164,833",6713
Thailand,2015,female,27259,15897853401,"411,755,164,833",6713
Thailand,2016,male,65009,15918594760,"64,087,694,038",1353
Thailand,2016,female,28101,15918594760,"64,087,694,038",1353
Ukraine,1987,male,5017,15935919660,"74,703,517,903",1571
Ukraine,1987,female,2593,15935919660,"74,703,517,903",1571
Ukraine,1988,male,11738,15956990160,"82,709,161,099",1732
Ukraine,1988,female,5101,15956990160,"82,709,161,099",1732
Ukraine,1989,male,19445,15978181660,"81,456,918,679",1698
Ukraine,1989,female,7692,15978181660,"81,456,918,679",1698
Ukraine,1990,male,27180,15999504860,"77,464,561,150",1607
Ukraine,1990,female,10108,15999504860,"77,464,561,150",1607
Ukraine,1991,male,35036,16020987560,"73,942,235,330",1525
Ukraine,1991,female,12470,16020987560,"73,942,235,330",1525
Ukraine,1992,male,43634,16042668160,"65,648,559,903",1349
Ukraine,1992,female,15008,16042668160,"65,648,559,903",1349
Ukraine,1993,male,52939,16064494960,"52,549,555,149",1081
Ukraine,1993,female,17613,16064494960,"52,549,555,149",1081
Ukraine,1994,male,63433,16086332460,"48,213,868,178",996
Ukraine,1994,female,20376,16086332460,"48,213,868,178",996
Ukraine,1995,male,74794,16108105360,"44,558,077,827",925
Ukraine,1995,female,23008,16108105360,"44,558,077,827",925
Ukraine,1996,male,86787,16129785460,"50,150,399,792",1046
Ukraine,1996,female,25673,16129785460,"50,150,399,792",1046
Ukraine,1997,male,95162,16147554560,"41,883,241,472",879
Ukraine,1997,female,28466,16147554560,"41,883,241,472",879
Ukraine,1998,male,103521,16165307760,"31,580,639,045",666
Ukraine,1998,female,31307,16165307760,"31,580,639,045",666
Ukraine,1999,male,111758,16183062360,"31,261,527,363",663
Ukraine,1999,female,33944,16183062360,"31,261,527,363",663
Ukraine,2000,male,120212,16200815660,"38,009,344,577",812
Ukraine,2000,female,36577,16200815660,"38,009,344,577",812
Ukraine,2001,male,128150,16218534115,"42,392,896,031",920
Ukraine,2001,female,38769,16218534115,"42,392,896,031",920
Ukraine,2002,male,137999,16239060969,"50,132,953,288",1097
Ukraine,2002,female,40938,16239060969,"50,132,953,288",1097
Ukraine,2003,male,147631,16259362145,"64,883,060,726",1432
Ukraine,2003,female,43088,16259362145,"64,883,060,726",1432
Ukraine,2004,male,156514,16279436173,"86,142,018,069",1917
Ukraine,2004,female,44953,16279436173,"86,142,018,069",1917
Ukraine,2005,male,164813,16299278356,"107,753,069,307",2418
Ukraine,2005,female,46714,16299278356,"107,753,069,307",2418
Ukraine,2006,male,172551,16318904879,"142,719,009,901",3229
Ukraine,2006,female,48427,16318904879,"142,719,009,901",3229
Ukraine,2007,male,180437,16338346324,"179,992,405,832",4104
Ukraine,2007,female,50056,16338346324,"179,992,405,832",4104
Ukraine,2008,male,187662,16357627699,"117,227,769,792",2691
Ukraine,2008,female,51731,16357627699,"117,227,769,792",2691
Ukraine,2009,male,195121,16376780780,"136,013,155,905",3141
Ukraine,2009,female,53455,16376780780,"136,013,155,905",3141
Ukraine,2010,male,202136,16395813913,"163,159,671,670",3788
Ukraine,2010,female,55034,16395813913,"163,159,671,670",3788
Ukraine,2011,male,208914,16414725956,"175,781,379,051",4096
Ukraine,2011,female,56698,16414725956,"175,781,379,051",4096
Ukraine,2012,male,215685,16433530073,"133,503,411,376",3299
Ukraine,2012,female,58395,16433530073,"133,503,411,376",3299
Ukraine,2014,male,221489,16451206848,"91,030,959,455",2256
Ukraine,2014,female,59951,16451206848,"91,030,959,455",2256
Ukraine,2015,male,226968,16468816293,"489,285,164,271",9231
Ukraine,2015,female,61377,16468816293,"489,285,164,271",9231
United Kingdom,1985,male,2242,16488157848,"601,452,653,181",11323
United Kingdom,1985,female,1684,16488157848,"601,452,653,181",11323
United Kingdom,1986,male,5353,16512697734,"745,162,608,269",13996
United Kingdom,1986,female,3132,16512697734,"745,162,608,269",13996
United Kingdom,1987,male,8368,16537258447,"910,122,732,124",17072
United Kingdom,1987,female,4463,16537258447,"910,122,732,124",17072
United Kingdom,1988,male,11666,16561828810,"926,884,816,754",17349
United Kingdom,1988,female,5823,16561828810,"926,884,816,754",17349
United Kingdom,1989,male,14633,16586429040,"1,093,169,389,205",20411
United Kingdom,1989,female,6950,16586429040,"1,093,169,389,205",20411
United Kingdom,1990,male,17893,16611090953,"1,142,797,178,131",21201
United Kingdom,1990,female,8069,16611090953,"1,142,797,178,131",21201
United Kingdom,1991,male,20045,16630048450,"1,179,659,529,660",21815
United Kingdom,1991,female,9122,16630048450,"1,179,659,529,660",21815
United Kingdom,1992,male,22241,16649023296,"1,061,388,722,256",19553
United Kingdom,1992,female,10193,16649023296,"1,061,388,722,256",19553
United Kingdom,1993,male,24400,16668026168,"1,140,489,745,944",20927
United Kingdom,1993,female,11222,16668026168,"1,140,489,745,944",20927
United Kingdom,1994,male,26909,16689853484,"1,335,218,557,677",24389
United Kingdom,1994,female,12212,16689853484,"1,335,218,557,677",24389
United Kingdom,1995,male,29405,16711809460,"1,408,781,591,264",25609
United Kingdom,1995,female,13173,16711809460,"1,408,781,591,264",25609
United Kingdom,1996,male,31732,16733916279,"1,552,483,628,029",28091
United Kingdom,1996,female,14153,16733916279,"1,552,483,628,029",28091
United Kingdom,1997,male,34097,16756205763,"1,638,511,096,390",29508
United Kingdom,1997,female,15099,16756205763,"1,638,511,096,390",29508
United Kingdom,1998,male,36536,16778712996,"1,665,623,685,488",29832
United Kingdom,1998,female,16081,16778712996,"1,665,623,685,488",29832
United Kingdom,1999,male,39140,16801491005,"1,647,951,278,560",29358
United Kingdom,1999,female,17086,16801491005,"1,647,951,278,560",29358
United Kingdom,2000,male,41683,16824531094,"1,621,510,004,318",29179
United Kingdom,2000,female,18065,16824531094,"1,621,510,004,318",29179
United Kingdom,2001,male,44159,16847315333,"1,768,408,273,381",31630
United Kingdom,2001,female,18994,16847315333,"1,768,408,273,381",31630
United Kingdom,2002,male,46576,16870419747,"2,038,395,102,041",36289
United Kingdom,2002,female,19947,16870419747,"2,038,395,102,041",36289
United Kingdom,2003,male,48989,16893771728,"2,398,555,474,185",42486
United Kingdom,2003,female,20876,16893771728,"2,398,555,474,185",42486
United Kingdom,2004,male,50729,16912986646,"2,520,701,818,182",44372
United Kingdom,2004,female,21897,16912986646,"2,520,701,818,182",44372
United Kingdom,2005,male,52424,16932330475,"2,692,612,695,492",47163
United Kingdom,2005,female,22890,16932330475,"2,692,612,695,492",47163
United Kingdom,2006,male,54153,16951771923,"3,074,359,743,898",53576
United Kingdom,2006,female,23826,16951771923,"3,074,359,743,898",53576
United Kingdom,2007,male,55846,16971328068,"2,890,564,338,235",50111
United Kingdom,2007,female,24698,16971328068,"2,890,564,338,235",50111
United Kingdom,2008,male,57705,16991024504,"2,382,825,985,356",41074
United Kingdom,2008,female,25657,16991024504,"2,382,825,985,356",41074
United Kingdom,2009,male,59476,17010881539,"2,441,173,394,730",41798
United Kingdom,2009,female,26590,17010881539,"2,441,173,394,730",41798
United Kingdom,2010,male,61257,17030954728,"2,619,700,404,733",44491
United Kingdom,2010,female,27553,17030954728,"2,619,700,404,733",44491
United Kingdom,2011,male,63079,17051275471,"2,662,085,168,499",44585
United Kingdom,2011,female,28513,17051275471,"2,662,085,168,499",44585
United Kingdom,2012,male,65004,17071872290,"2,739,818,680,930",45594
United Kingdom,2012,female,29445,17071872290,"2,739,818,680,930",45594
United Kingdom,2013,male,67092,17092693098,"3,022,827,781,881",49906
United Kingdom,2013,female,30438,17092693098,"3,022,827,781,881",49906
United Kingdom,2014,male,69117,17113759285,"2,885,570,309,161",47240
United Kingdom,2014,female,31509,17113759285,"2,885,570,309,161",47240
United Kingdom,2015,male,71270,17135077561,"4,346,734,000,000",19693
United Kingdom,2015,female,32687,17135077561,"4,346,734,000,000",19693
United States,1985,male,15659,17219984561,"4,590,155,000,000",20588
United States,1985,female,6308,17219984561,"4,590,155,000,000",20588
United States,1986,male,37534,17323894561,"4,870,217,000,000",21631
United States,1986,female,12985,17323894561,"4,870,217,000,000",21631
United States,1987,male,59263,17428789561,"5,252,629,000,000",23103
United States,1987,female,19507,17428789561,"5,252,629,000,000",23103
United States,1988,male,80776,17534672561,"5,657,693,000,000",24654
United States,1988,female,25834,17534672561,"5,657,693,000,000",24654
United States,1989,male,102404,17641514561,"5,979,589,000,000",26004
United States,1989,female,31962,17641514561,"5,979,589,000,000",26004
United States,1990,male,124467,17748568961,"6,174,043,000,000",26503
United States,1990,female,38141,17748568961,"6,174,043,000,000",26503
United States,1991,male,146546,17856941961,"6,539,299,000,000",27760
United States,1991,female,44179,17856941961,"6,539,299,000,000",27760
United States,1992,male,168421,17966524961,"6,878,718,000,000",28891
United States,1992,female,50202,17966524961,"6,878,718,000,000",28891
United States,1993,male,190764,18077206461,"7,308,755,000,000",30375
United States,1993,female,56294,18077206461,"7,308,755,000,000",30375
United States,1994,male,213292,18189003061,"7,664,060,000,000",31518
United States,1994,female,62260,18189003061,"7,664,060,000,000",31518
United States,1995,male,236070,18301945061,"8,100,201,000,000",32928
United States,1995,female,68174,18301945061,"8,100,201,000,000",32928
United States,1996,male,258464,18416331461,"8,608,515,000,000",34644
United States,1996,female,74073,18416331461,"8,608,515,000,000",34644
United States,1997,male,280374,18531807561,"9,089,168,000,000",36164
United States,1997,female,80114,18531807561,"9,089,168,000,000",36164
United States,1998,male,302209,18648208861,"9,660,624,000,000",38072
United States,1998,female,86151,18648208861,"9,660,624,000,000",38072
