country,year,sex,suicides_no,population,gdp_for_year ($),gdp_per_capita ($)
United States,1999,male,323102,18765691369,"10,284,779,000,000",39218
United States,1999,female,91892,18765691369,"10,284,779,000,000",39218
United States,2000,male,344124,18887827848,"10,621,824,000,000",40018
United States,2000,female,97624,18887827848,"10,621,824,000,000",40018
United States,2001,male,366233,19011449849,"10,977,514,000,000",40845
United States,2001,female,103573,19011449849,"10,977,514,000,000",40845
United States,2002,male,388990,19136614596,"11,510,670,000,000",42468
United States,2002,female,109819,19136614596,"11,510,670,000,000",42468
United States,2003,male,411687,19262947340,"12,274,928,000,000",44867
United States,2003,female,116100,19262947340,"12,274,928,000,000",44867
United States,2004,male,434746,19390495647,"13,093,726,000,000",47423
United States,2004,female,122973,19390495647,"13,093,726,000,000",47423
United States,2005,male,458036,19519230806,"13,855,888,000,000",49666
United States,2005,female,129702,19519230806,"13,855,888,000,000",49666
United States,2006,male,481842,19649314590,"14,477,635,000,000",51585
United States,2006,female,136694,19649314590,"14,477,635,000,000",51585
United States,2007,male,506543,19780172547,"14,718,582,000,000",52128
United States,2007,female,144023,19780172547,"14,718,582,000,000",52128
United States,2008,male,532459,19912139935,"14,418,739,000,000",50563
United States,2008,female,151606,19912139935,"14,418,739,000,000",50563
United States,2009,male,558986,20045425792,"14,964,372,000,000",51989
United States,2009,female,159427,20045425792,"14,964,372,000,000",51989
United States,2010,male,586644,20179972790,"15,517,926,000,000",53452
United States,2010,female,167514,20179972790,"15,517,926,000,000",53452
United States,2011,male,614919,20315601433,"16,155,255,000,000",55170
United States,2011,female,176026,20315601433,"16,155,255,000,000",55170
United States,2012,male,643843,20452340207,"16,691,517,000,000",56520
United States,2012,female,184845,20452340207,"16,691,517,000,000",56520
United States,2013,male,672902,20590186822,"17,427,609,000,000",58531
United States,2013,female,193939,20590186822,"17,427,609,000,000",58531
United States,2014,male,702906,20729110660,"18,120,714,000,000",60387
United States,2014,female,203598,20729110660,"18,120,714,000,000",60387
United States,2015,male,733725,20869059524,"4,732,017,873",1729
United States,2015,female,213797,20869059524,"4,732,017,873",1729
Uruguay,1985,male,114,20870117924,"5,880,112,788",2132
Uruguay,1985,female,51,20870117924,"5,880,112,788",2132
Uruguay,1986,male,281,20871421524,"7,367,494,080",2651
Uruguay,1986,female,108,20871421524,"7,367,494,080",2651
Uruguay,1987,male,437,20872735424,"8,213,515,459",2934
Uruguay,1987,female,174,20872735424,"8,213,515,459",2934
Uruguay,1988,male,616,20874059024,"8,438,951,476",2992
Uruguay,1988,female,230,20874059024,"8,438,951,476",2992
Uruguay,1989,male,855,20875392424,"9,298,839,655",3281
Uruguay,1989,female,298,20875392424,"9,298,839,655",3281
Uruguay,1990,male,1067,20876715424,"15,002,106,518",5180
Uruguay,1990,female,364,20876715424,"15,002,106,518",5180
Uruguay,1993,male,1343,20878055099,"17,474,647,792",5984
Uruguay,1993,female,463,20878055099,"17,474,647,792",5984
Uruguay,1994,male,1629,20879405885,"19,297,663,097",6555
Uruguay,1994,female,541,20879405885,"19,297,663,097",6555
Uruguay,1995,male,1901,20880767686,"20,515,543,039",6914
Uruguay,1995,female,644,20880767686,"20,515,543,039",6914
Uruguay,1996,male,2179,20882138774,"23,969,823,010",8012
Uruguay,1996,female,730,20882138774,"23,969,823,010",8012
Uruguay,1997,male,2496,20883519838,"25,385,928,198",8420
Uruguay,1997,female,820,20883519838,"25,385,928,198",8420
Uruguay,1998,male,2855,20884910541,"23,983,945,191",7903
Uruguay,1998,female,926,20884910541,"23,983,945,191",7903
Uruguay,1999,male,3155,20886309531,"22,823,255,802",7483
Uruguay,1999,female,1010,20886309531,"22,823,255,802",7483
Uruguay,2000,male,3555,20887714798,"20,898,788,417",6827
Uruguay,2000,female,1104,20887714798,"20,898,788,417",6827
Uruguay,2001,male,3894,20889122427,"13,606,494,599",4439
Uruguay,2001,female,1213,20889122427,"13,606,494,599",4439
Uruguay,2002,male,4350,20890529470,"12,045,631,093",3929
Uruguay,2002,female,1354,20890529470,"12,045,631,093",3929
Uruguay,2003,male,4700,20891934435,"13,686,329,890",4463
Uruguay,2003,female,1477,20891934435,"13,686,329,890",4463
Uruguay,2004,male,5045,20893337770,"17,362,857,684",5655
Uruguay,2004,female,1585,20893337770,"17,362,857,684",5655
Uruguay,2005,male,5373,20894741326,"19,579,457,966",6362
Uruguay,2005,female,1700,20894741326,"19,579,457,966",6362
Uruguay,2006,male,5706,20896145849,"23,410,572,634",7581
Uruguay,2006,female,1836,20896145849,"23,410,572,634",7581
Uruguay,2007,male,6083,20897553356,"30,366,213,119",9793
Uruguay,2007,female,1971,20897553356,"30,366,213,119",9793
Uruguay,2008,male,6441,20898965504,"31,660,911,277",10166
Uruguay,2008,female,2083,20898965504,"31,660,911,277",10166
Uruguay,2009,male,6790,20900383292,"40,284,481,652",12882
Uruguay,2009,female,2186,20900383292,"40,284,481,652",12882
Uruguay,2010,male,7144,20901807214,"51,264,390,116",16264
Uruguay,2010,female,2312,20901807214,"51,264,390,116",16264
Uruguay,2012,male,7555,20903241539,"57,531,233,351",18179
Uruguay,2012,female,2435,20903241539,"57,531,233,351",18179
Uruguay,2013,male,7915,20904682201,"57,236,013,086",18012
Uruguay,2013,female,2558,20904682201,"57,236,013,086",18012
Uruguay,2014,male,8320,20906129649,"53,274,304,222",16696
Uruguay,2014,female,2689,20906129649,"53,274,304,222",16696
