country,year,sex,suicides_no,gdp_for_year ($),gdp_per_capita ($)
Portugal,1995,male,5543,"122,629,812,841",12887
Portugal,1995,female,2498,"122,629,812,841",12887
Portugal,1996,male,5909,"117,046,198,971",12237
Portugal,1996,female,2660,"117,046,198,971",12237
Portugal,1997,male,6288,"123,981,736,420",12892
Portugal,1997,female,2805,"123,981,736,420",12892
Portugal,1998,male,6620,"127,465,545,493",13180
Portugal,1998,female,2945,"127,465,545,493",13180
Portugal,1999,male,6931,"118,358,489,958",12152
Portugal,1999,female,3083,"118,358,489,958",12152
Portugal,2000,male,7243,"121,545,880,984",12391
Portugal,2000,female,3190,"121,545,880,984",12391
Portugal,2001,male,7697,"134,228,697,534",13614
Portugal,2001,female,3365,"134,228,697,534",13614
Portugal,2002,male,8456,"164,964,195,260",16671
Portugal,2002,female,3628,"164,964,195,260",16671
Portugal,2003,male,9148,"240,169,336,162",24003
Portugal,2003,female,3895,"240,169,336,162",24003
Portugal,2007,male,9697,"262,007,590,450",26121
Portugal,2007,female,4164,"262,007,590,450",26121
Portugal,2008,male,10293,"243,745,748,819",24254
Portugal,2008,female,4408,"243,745,748,819",24254
Portugal,2009,male,10894,"238,303,443,425",23673
Portugal,2009,female,4630,"238,303,443,425",23673
Portugal,2010,male,11495,"244,895,101,712",24337
Portugal,2010,female,4895,"244,895,101,712",24337
Portugal,2011,male,12100,"216,368,178,659",21573
Portugal,2011,female,5118,"216,368,178,659",21573
Portugal,2012,male,12736,"226,073,492,966",22641
Portugal,2012,female,5335,"226,073,492,966",22641
Portugal,2013,male,13344,"229,629,822,122",23091
Portugal,2013,female,5576,"229,629,822,122",23091
Portugal,2014,male,14024,"20,289,200,000",6582
Portugal,2014,female,5874,"20,289,200,000",6582
Puerto Rico,1985,male,143,"22,009,300,000",7002
Puerto Rico,1985,female,35,"22,009,300,000",7002
Puerto Rico,1986,male,380,"24,025,800,000",7533
Puerto Rico,1986,female,73,"24,025,800,000",7533
Puerto Rico,1987,male,591,"26,385,800,000",8155
Puerto Rico,1987,female,111,"26,385,800,000",8155
Puerto Rico,1988,male,844,"28,161,200,000",8576
Puerto Rico,1988,female,141,"28,161,200,000",8576
Puerto Rico,1989,male,1104,"30,603,919,000",9552
Puerto Rico,1989,female,176,"30,603,919,000",9552
Puerto Rico,1990,male,1405,"32,287,031,000",9974
Puerto Rico,1990,female,214,"32,287,031,000",9974
Puerto Rico,1991,male,1681,"34,630,430,000",10533
Puerto Rico,1991,female,250,"34,630,430,000",10533
Puerto Rico,1992,male,1937,"36,922,456,000",11146
Puerto Rico,1992,female,285,"36,922,456,000",11146
Puerto Rico,1993,male,2214,"39,690,630,000",11871
Puerto Rico,1993,female,319,"39,690,630,000",11871
Puerto Rico,1994,male,2506,"42,647,331,000",12636
Puerto Rico,1994,female,354,"42,647,331,000",12636
Puerto Rico,1995,male,2735,"45,340,835,000",13328
Puerto Rico,1995,female,388,"45,340,835,000",13328
Puerto Rico,1996,male,3001,"48,187,039,000",14037
Puerto Rico,1996,female,422,"48,187,039,000",14037
Puerto Rico,1997,male,3148,"54,086,400,000",15610
Puerto Rico,1997,female,441,"54,086,400,000",15610
Puerto Rico,1998,male,3406,"57,841,000,000",16560
Puerto Rico,1998,female,472,"57,841,000,000",16560
Puerto Rico,1999,male,3634,"61,701,800,000",17569
Puerto Rico,1999,female,504,"61,701,800,000",17569
Puerto Rico,2000,male,3785,"69,208,400,000",19649
Puerto Rico,2000,female,531,"69,208,400,000",19649
Puerto Rico,2001,male,4020,"71,623,500,000",20325
Puerto Rico,2001,female,565,"71,623,500,000",20325
Puerto Rico,2002,male,4200,"74,827,400,000",21264
Puerto Rico,2002,female,602,"74,827,400,000",21264
Puerto Rico,2003,male,4417,"80,322,313,000",22874
Puerto Rico,2003,female,624,"80,322,313,000",22874
Puerto Rico,2004,male,4645,"83,914,521,300",23944
Puerto Rico,2004,female,647,"83,914,521,300",23944
Puerto Rico,2005,male,4873,"87,276,164,400",24943
Puerto Rico,2005,female,688,"87,276,164,400",24943
Puerto Rico,2006,male,5098,"89,524,131,600",25625
Puerto Rico,2006,female,710,"89,524,131,600",25625
Puerto Rico,2007,male,5230,"93,639,316,000",26840
Puerto Rico,2007,female,753,"93,639,316,000",26840
Puerto Rico,2008,male,5461,"96,385,638,000",27661
Puerto Rico,2008,female,800,"96,385,638,000",27661
Puerto Rico,2009,male,5731,"98,381,268,000",28267
Puerto Rico,2009,female,829,"98,381,268,000",28267
Puerto Rico,2010,male,5948,"100,351,670,000",28876
Puerto Rico,2010,female,874,"100,351,670,000",28876
Puerto Rico,2011,male,6104,"101,564,800,000",29247
Puerto Rico,2011,female,916,"101,564,800,000",29247
Puerto Rico,2012,male,6248,"102,450,000,000",29510
Puerto Rico,2012,female,960,"102,450,000,000",29510
Puerto Rico,2013,male,6426,"102,445,800,000",29515
Puerto Rico,2013,female,997,"102,445,800,000",29515
Puerto Rico,2014,male,6539,"103,143,500,000",29728
Puerto Rico,2014,female,1029,"103,143,500,000",29728
Puerto Rico,2015,male,6715,"100,273,097,170",2731
Puerto Rico,2015,female,1054,"100,273,097,170",2731
Republic of Korea,1985,male,2256,"115,537,126,326",3078
Republic of Korea,1985,female,998,"115,537,126,326",3078
Republic of Korea,1986,male,4765,"146,133,338,196",3834
Republic of Korea,1986,female,1888,"146,133,338,196",3834
Republic of Korea,1987,male,7121,"196,964,195,387",5089
Republic of Korea,1987,female,2789,"196,964,195,387",5089
Republic of Korea,1988,male,9195,"243,526,047,717",6217
Republic of Korea,1988,female,3620,"243,526,047,717",6217
Republic of Korea,1989,male,11260,"279,349,355,714",7056
Republic of Korea,1989,female,4519,"279,349,355,714",7056
Republic of Korea,1990,male,13404,"325,734,233,313",8145
Republic of Korea,1990,female,5481,"325,734,233,313",8145
Republic of Korea,1991,male,15488,"350,051,111,253",8671
Republic of Korea,1991,female,6411,"350,051,111,253",8671
Republic of Korea,1992,male,17899,"386,302,839,274",9479
Republic of Korea,1992,female,7477,"386,302,839,274",9479
Republic of Korea,1993,male,20656,"455,602,962,225",11073
Republic of Korea,1993,female,8753,"455,602,962,225",11073
Republic of Korea,1994,male,23413,"556,130,926,913",13217
Republic of Korea,1994,female,10103,"556,130,926,913",13217
Republic of Korea,1995,male,26606,"598,099,073,901",14071
Republic of Korea,1995,female,11625,"598,099,073,901",14071
Republic of Korea,1996,male,30482,"557,503,074,772",12978
Republic of Korea,1996,female,13440,"557,503,074,772",12978
Republic of Korea,1997,male,34446,"374,241,351,752",8624
Republic of Korea,1997,female,15302,"374,241,351,752",8624
Republic of Korea,1998,male,40388,"485,248,229,337",11074
Republic of Korea,1998,female,17671,"485,248,229,337",11074
Republic of Korea,1999,male,45104,"561,633,125,840",12686
Republic of Korea,1999,female,19778,"561,633,125,840",12686
Republic of Korea,2000,male,49303,"533,052,076,314",11922
Republic of Korea,2000,female,21741,"533,052,076,314",11922
Republic of Korea,2001,male,53827,"609,020,054,512",13501
Republic of Korea,2001,female,23800,"609,020,054,512",13501
Republic of Korea,2002,male,59277,"680,520,724,062",14971
Republic of Korea,2002,female,26472,"680,520,724,062",14971
Republic of Korea,2003,male,66117,"764,880,644,711",16708
Republic of Korea,2003,female,29856,"764,880,644,711",16708
Republic of Korea,2004,male,73274,"898,137,194,716",19460
Republic of Korea,2004,female,33469,"898,137,194,716",19460
Republic of Korea,2005,male,80520,"1,011,797,457,139",21753
Republic of Korea,2005,female,37454,"1,011,797,457,139",21753
Republic of Korea,2006,male,87025,"1,122,679,154,632",23982
Republic of Korea,2006,female,40880,"1,122,679,154,632",23982
Republic of Korea,2007,male,93912,"1,002,219,052,968",21278
Republic of Korea,2007,female,45307,"1,002,219,052,968",21278
Republic of Korea,2008,male,101344,"901,934,953,365",19036
Republic of Korea,2008,female,49905,"901,934,953,365",19036
Republic of Korea,2009,male,110265,"1,094,499,338,703",22994
Republic of Korea,2009,female,55380,"1,094,499,338,703",22994
Republic of Korea,2010,male,119434,"1,202,463,682,634",25157
Republic of Korea,2010,female,60617,"1,202,463,682,634",25157
Republic of Korea,2011,male,129024,"1,222,807,284,485",25464
Republic of Korea,2011,female,65657,"1,222,807,284,485",25464
Republic of Korea,2012,male,137508,"1,305,604,981,272",27060
Republic of Korea,2012,female,70195,"1,305,604,981,272",27060
Republic of Korea,2013,male,146376,"1,411,333,926,201",29120
Republic of Korea,2013,female,74562,"1,411,333,926,201",29120
Republic of Korea,2014,male,155021,"1,382,764,027,114",28410
Republic of Korea,2014,female,78661,"1,382,764,027,114",28410
Republic of Korea,2015,male,163248,"42,105,263,158",1973
Republic of Korea,2015,female,82615,"42,105,263,158",1973
Romania,1989,male,1014,"38,995,454,545",1822
Romania,1989,female,643,"38,995,454,545",1822
Romania,1990,male,2440,"28,998,684,211",1351
Romania,1990,female,1199,"28,998,684,211",1351
Romania,1991,male,3968,"25,121,666,667",1183
Romania,1991,female,1722,"25,121,666,667",1183
Romania,1992,male,5915,"26,362,894,737",1237
Romania,1992,female,2295,"26,362,894,737",1237
Romania,1993,male,7163,"30,074,440,483",1406
Romania,1993,female,2878,"30,074,440,483",1406
Romania,1994,male,9336,"37,662,075,750",1756
Romania,1994,female,3467,"37,662,075,750",1756
Romania,1995,male,10571,"37,182,938,696",1738
Romania,1995,female,4004,"37,182,938,696",1738
Romania,1996,male,11847,"35,838,588,170",1677
Romania,1996,female,4497,"35,838,588,170",1677
Romania,1997,male,13170,"41,976,002,704",1967
Romania,1997,female,4981,"41,976,002,704",1967
Romania,1998,male,14438,"36,183,003,978",1698
Romania,1998,female,5469,"36,183,003,978",1698
Romania,1999,male,16548,"37,438,527,800",1758
Romania,1999,female,5970,"37,438,527,800",1758
Romania,2000,male,17895,"40,716,836,998",1914
Romania,2000,female,6481,"40,716,836,998",1914
Romania,2001,male,19130,"46,174,557,556",2231
Romania,2001,female,6923,"46,174,557,556",2231
Romania,2002,male,20531,"59,867,801,205",2898
Romania,2002,female,7451,"59,867,801,205",2898
Romania,2003,male,21848,"76,216,441,462",3698
Romania,2003,female,7959,"76,216,441,462",3698
Romania,2004,male,23478,"99,697,566,668",4847
Romania,2004,female,8403,"99,697,566,668",4847
Romania,2005,male,25014,"123,533,036,668",6018
Romania,2005,female,8873,"123,533,036,668",6018
Romania,2006,male,26611,"175,933,642,292",8593
Romania,2006,female,9354,"175,933,642,292",8593
Romania,2007,male,27999,"213,605,065,703",10454
Romania,2007,female,9800,"213,605,065,703",10454
Romania,2008,male,29421,"172,611,845,342",8465
Romania,2008,female,10246,"172,611,845,342",8465
Romania,2009,male,30972,"166,658,327,827",8190
Romania,2009,female,10635,"166,658,327,827",8190
Romania,2010,male,32572,"184,367,381,749",9086
Romania,2010,female,11097,"184,367,381,749",9086
Romania,2011,male,34046,"171,664,638,717",9015
Romania,2011,female,11491,"171,664,638,717",9015
Romania,2012,male,35521,"191,549,024,911",10080
Romania,2012,female,11844,"191,549,024,911",10080
Romania,2013,male,36888,"199,493,490,983",10526
Romania,2013,female,12208,"199,493,490,983",10526
Romania,2014,male,38131,"177,911,101,680",9431
Romania,2014,female,12530,"177,911,101,680",9431
Romania,2015,male,39828,"187,805,922,349",10020
Romania,2015,female,12872,"187,805,922,349",10020
Romania,2016,male,40856,"506,500,173,960",3740
Romania,2016,female,13182,"506,500,173,960",3740
Russian Federation,1989,male,15950,"516,814,274,022",3789
Russian Federation,1989,female,8548,"516,814,274,022",3789
Russian Federation,1990,male,44870,"517,962,962,963",3773
Russian Federation,1990,female,17290,"517,962,962,963",3773
Russian Federation,1991,male,74365,"460,290,556,901",3333
Russian Federation,1991,female,25750,"460,290,556,901",3333
Russian Federation,1992,male,109926,"435,083,713,851",3160
Russian Federation,1992,female,34879,"435,083,713,851",3160
Russian Federation,1993,male,135420,"395,077,301,248",2853
Russian Federation,1993,female,44975,"395,077,301,248",2853
Russian Federation,1994,male,164114,"395,531,066,563",2844
Russian Federation,1994,female,55363,"395,531,066,563",2844
Russian Federation,1995,male,192323,"391,719,993,757",2813
Russian Federation,1995,female,65996,"391,719,993,757",2813
Russian Federation,1996,male,219587,"404,926,534,140",2907
Russian Federation,1996,female,75681,"404,926,534,140",2907
Russian Federation,1997,male,263634,"270,953,116,950",1948
Russian Federation,1997,female,85175,"270,953,116,950",1948
Russian Federation,1998,male,288123,"195,905,767,669",1412
Russian Federation,1998,female,94146,"195,905,767,669",1412
Russian Federation,1999,male,324579,"259,708,496,267",1879
Russian Federation,1999,female,104055,"259,708,496,267",1879
Russian Federation,2000,male,351036,"306,602,673,980",2229
Russian Federation,2000,female,113154,"306,602,673,980",2229
Russian Federation,2001,male,377726,"345,110,438,692",2527
Russian Federation,2001,female,122160,"345,110,438,692",2527
Russian Federation,2002,male,403574,"430,347,770,732",3141
Russian Federation,2002,female,131217,"430,347,770,732",3141
Russian Federation,2003,male,445072,"591,016,690,743",4312
Russian Federation,2003,female,139667,"591,016,690,743",4312
Russian Federation,2004,male,484386,"764,017,107,992",5611
Russian Federation,2004,female,147869,"764,017,107,992",5611
Russian Federation,2005,male,521125,"989,930,542,279",7313
Russian Federation,2005,female,155333,"989,930,542,279",7313
Russian Federation,2006,male,554811,"1,299,705,247,686",9643
Russian Federation,2006,female,162560,"1,299,705,247,686",9643
Russian Federation,2007,male,586959,"1,660,844,408,500",12359
Russian Federation,2007,female,169901,"1,660,844,408,500",12359
Russian Federation,2008,male,616533,"1,222,643,696,992",9118
Russian Federation,2008,female,176826,"1,222,643,696,992",9118
Russian Federation,2009,male,645922,"1,524,916,112,079",11307
Russian Federation,2009,female,183311,"1,524,916,112,079",11307
Russian Federation,2010,male,671977,"2,051,661,732,060",15226
Russian Federation,2010,female,189106,"2,051,661,732,060",15226
Russian Federation,2011,male,695962,"2,210,256,976,945",16413
Russian Federation,2011,female,194674,"2,210,256,976,945",16413
Russian Federation,2012,male,718665,"2,297,128,039,058",17052
Russian Federation,2012,female,200128,"2,297,128,039,058",17052
Russian Federation,2013,male,740830,"2,063,662,665,172",15319
Russian Federation,2013,female,205104,"2,063,662,665,172",15319
Russian Federation,2014,male,761119,"1,368,400,705,491",9987
Russian Federation,2014,female,209759,"1,368,400,705,491",9987
Russian Federation,2015,male,780461,"180,302,412,231",5009
Russian Federation,2015,female,214330,"180,302,412,231",5009
Spain,1985,male,900,"250,638,463,467",6919
Spain,1985,female,685,"250,638,463,467",6919
Spain,1986,male,2627,"317,882,187,037",8727
Spain,1986,female,1408,"317,882,187,037",8727
Spain,1987,male,4309,"375,138,723,325",10250
Spain,1987,female,2195,"375,138,723,325",10250
Spain,1988,male,6105,"413,630,538,018",11258
Spain,1988,female,3005,"413,630,538,018",11258
Spain,1989,male,7959,"535,101,248,776",14517
Spain,1989,female,3779,"535,101,248,776",14517
Spain,1990,male,9690,"575,598,537,070",15574
Spain,1990,female,4583,"575,598,537,070",15574
Spain,1991,male,11479,"629,202,392,004",17005
Spain,1991,female,5360,"629,202,392,004",17005
Spain,1992,male,13193,"523,649,481,762",14106
Spain,1992,female,6042,"523,649,481,762",14106
Spain,1993,male,15110,"529,121,577,320",14223
Spain,1993,female,6796,"529,121,577,320",14223
Spain,1994,male,17158,"612,939,685,081",16444
Spain,1994,female,7538,"612,939,685,081",16444
Spain,1995,male,19169,"640,998,292,395",17166
Spain,1995,female,8287,"640,998,292,395",17166
Spain,1996,male,21217,"588,692,045,455",15738
Spain,1996,female,9156,"588,692,045,455",15738
Spain,1997,male,23279,"617,041,986,858",16473
Spain,1997,female,10003,"617,041,986,858",16473
Spain,1998,male,25327,"633,194,118,900",16756
Spain,1998,female,10765,"633,194,118,900",16756
Spain,1999,male,27285,"595,402,616,547",15538
Spain,1999,female,11574,"595,402,616,547",15538
Spain,2000,male,29372,"625,975,838,926",16169
Spain,2000,female,12393,"625,975,838,926",16169
Spain,2001,male,31340,"705,145,868,624",17924
Spain,2001,female,13152,"705,145,868,624",17924
Spain,2002,male,33397,"906,853,273,138",22701
Spain,2002,female,13969,"906,853,273,138",22701
Spain,2003,male,35524,"1,069,555,500,372",26372
Spain,2003,female,14797,"1,069,555,500,372",26372
Spain,2004,male,37677,"1,157,276,458,152",28092
Spain,2004,female,15654,"1,157,276,458,152",28092
Spain,2005,male,39739,"1,264,551,499,185",30246
Spain,2005,female,16483,"1,264,551,499,185",30246
Spain,2006,male,41760,"1,479,341,637,011",34769
Spain,2006,female,17218,"1,479,341,637,011",34769
Spain,2007,male,43687,"1,635,015,380,108",37848
Spain,2007,female,18019,"1,635,015,380,108",37848
Spain,2008,male,45879,"1,499,099,749,931",34470
Spain,2008,female,18800,"1,499,099,749,931",34470
Spain,2009,male,48028,"1,431,616,749,640",32839
Spain,2009,female,19563,"1,431,616,749,640",32839
Spain,2010,male,50008,"1,488,067,258,325",34097
Spain,2010,female,20253,"1,488,067,258,325",34097
Spain,2011,male,51929,"1,336,018,949,806",30146
Spain,2011,female,20998,"1,336,018,949,806",30146
Spain,2012,male,54082,"1,361,854,206,549",30792
Spain,2012,female,21813,"1,361,854,206,549",30792
Spain,2013,male,56465,"1,376,910,811,041",31171
Spain,2013,female,22773,"1,376,910,811,041",31171
Spain,2014,male,58816,"1,197,789,902,774",27108
Spain,2014,female,23746,"1,197,789,902,774",27108
Spain,2015,male,60924,"5,978,460,972",431
Spain,2015,female,24669,"5,978,460,972",431
Sri Lanka,1985,male,2362,"6,405,210,564",454
Sri Lanka,1985,female,1730,"6,405,210,564",454
Sri Lanka,1986,male,6071,"13,897,738,375",834
Sri Lanka,1986,female,3221,"13,897,738,375",834
Sri Lanka,1996,male,9653,"15,091,913,884",900
Sri Lanka,1996,female,4391,"15,091,913,884",900
Sri Lanka,1997,male,13862,"15,794,972,847",935
Sri Lanka,1997,female,5888,"15,794,972,847",935
Sri Lanka,1998,male,17854,"15,656,327,860",920
Sri Lanka,1998,female,7200,"15,656,327,860",920
Sri Lanka,1999,male,21943,"16,330,814,180",953
Sri Lanka,1999,female,8548,"16,330,814,180",953
Sri Lanka,2000,male,25702,"15,749,753,805",912
Sri Lanka,2000,female,9841,"15,749,753,805",912
Sri Lanka,2001,male,29122,"16,536,535,647",951
Sri Lanka,2001,female,10849,"16,536,535,647",951
Sri Lanka,2002,male,32422,"18,881,765,437",1077
Sri Lanka,2002,female,11766,"18,881,765,437",1077
Sri Lanka,2003,male,35765,"28,267,410,543",1580
Sri Lanka,2003,female,12700,"28,267,410,543",1580
Sri Lanka,2006,male,38671,"180,429,286,796",22813
Sri Lanka,2006,female,13598,"180,429,286,796",22813
Sweden,1987,male,559,"204,068,257,818",25731
Sweden,1987,female,464,"204,068,257,818",25731
Sweden,1988,male,1538,"214,875,344,910",26978
Sweden,1988,female,956,"214,875,344,910",26978
Sweden,1989,male,2523,"258,154,283,909",32246
Sweden,1989,female,1413,"258,154,283,909",32246
Sweden,1990,male,3399,"270,362,531,377",33623
Sweden,1990,female,1864,"270,362,531,377",33623
Sweden,1991,male,4305,"280,312,318,915",34721
Sweden,1991,female,2311,"280,312,318,915",34721
Sweden,1992,male,5101,"209,950,792,713",25880
Sweden,1992,female,2730,"209,950,792,713",25880
Sweden,1993,male,5919,"226,079,963,712",27658
Sweden,1993,female,3147,"226,079,963,712",27658
Sweden,1994,male,6711,"264,051,981,551",32072
Sweden,1994,female,3542,"264,051,981,551",32072
Sweden,1995,male,7527,"288,103,936,773",34819
Sweden,1995,female,3954,"288,103,936,773",34819
Sweden,1996,male,8286,"264,477,727,279",31821
Sweden,1996,female,4335,"264,477,727,279",31821
Sweden,1997,male,9037,"266,800,462,899",31966
Sweden,1997,female,4679,"266,800,462,899",31966
Sweden,1998,male,9790,"270,847,937,645",32328
Sweden,1998,female,5028,"270,847,937,645",32328
Sweden,1999,male,10530,"259,802,012,617",30896
Sweden,1999,female,5386,"259,802,012,617",30896
Sweden,2000,male,11204,"239,917,320,967",28429
Sweden,2000,female,5715,"239,917,320,967",28429
Sweden,2001,male,11908,"263,926,220,333",31175
Sweden,2001,female,6079,"263,926,220,333",31175
Sweden,2002,male,12658,"331,108,912,605",38997
Sweden,2002,female,6397,"331,108,912,605",38997
Sweden,2003,male,13329,"381,705,425,302",44831
Sweden,2003,female,6733,"381,705,425,302",44831
Sweden,2004,male,14054,"389,042,298,377",45563
Sweden,2004,female,7054,"389,042,298,377",45563
Sweden,2005,male,14772,"420,032,121,656",48977
Sweden,2005,female,7438,"420,032,121,656",48977
Sweden,2006,male,15475,"487,816,328,342",56531
Sweden,2006,female,7818,"487,816,328,342",56531
Sweden,2007,male,16174,"513,965,650,650",59155
Sweden,2007,female,8143,"513,965,650,650",59155
Sweden,2008,male,16921,"429,657,033,108",49070
Sweden,2008,female,8458,"429,657,033,108",49070
Sweden,2009,male,17700,"488,377,689,565",55352
Sweden,2009,female,8812,"488,377,689,565",55352
Sweden,2010,male,18437,"563,109,663,291",63380
Sweden,2010,female,9115,"563,109,663,291",63380
Sweden,2011,male,19140,"543,880,647,757",60776
Sweden,2011,female,9438,"543,880,647,757",60776
Sweden,2012,male,19850,"578,742,001,488",64133
Sweden,2012,female,9773,"578,742,001,488",64133
Sweden,2013,male,20602,"573,817,719,109",62956
Sweden,2013,female,10141,"573,817,719,109",62956
Sweden,2014,male,21268,"497,918,109,302",54629
Sweden,2014,female,10504,"497,918,109,302",54629
Sweden,2015,male,22004,"514,459,972,806",55594
Sweden,2015,female,10835,"514,459,972,806",55594
Sweden,2016,male,22686,"342,617,007,104",51774
Sweden,2016,female,11183,"342,617,007,104",51774
Switzerland,1995,male,610,"330,091,688,350",49621
Switzerland,1995,female,401,"330,091,688,350",49621
Switzerland,1996,male,1484,"286,519,135,327",42923
Switzerland,1996,female,823,"286,519,135,327",42923
Switzerland,1997,male,2313,"295,045,152,021",43872
Switzerland,1997,female,1201,"295,045,152,021",43872
Switzerland,1998,male,3169,"289,912,492,345",42859
Switzerland,1998,female,1563,"289,912,492,345",42859
Switzerland,1999,male,3959,"272,055,499,941",39952
Switzerland,1999,female,1930,"272,055,499,941",39952
Switzerland,2000,male,4788,"278,631,271,391",40582
Switzerland,2000,female,2329,"278,631,271,391",40582
Switzerland,2001,male,5573,"301,416,810,214",43419
Switzerland,2001,female,2722,"301,416,810,214",43419
Switzerland,2002,male,6390,"352,914,820,747",50639
Switzerland,2002,female,3188,"352,914,820,747",50639
Switzerland,2003,male,7090,"394,163,688,621",56123
Switzerland,2003,female,3609,"394,163,688,621",56123
Switzerland,2004,male,7787,"408,689,353,999",57790
Switzerland,2004,female,4036,"408,689,353,999",57790
Switzerland,2005,male,8509,"430,921,192,375",60536
Switzerland,2005,female,4436,"430,921,192,375",60536
Switzerland,2006,male,9209,"479,913,034,322",66807
Switzerland,2006,female,4882,"479,913,034,322",66807
Switzerland,2007,male,9938,"554,363,487,120",76202
Switzerland,2007,female,5322,"554,363,487,120",76202
Switzerland,2008,male,10624,"541,506,500,414",73529
Switzerland,2008,female,5775,"541,506,500,414",73529
Switzerland,2009,male,11327,"583,782,977,866",78474
Switzerland,2009,female,6053,"583,782,977,866",78474
Switzerland,2010,male,11937,"699,579,638,638",93053
Switzerland,2010,female,6335,"699,579,638,638",93053
Switzerland,2011,male,12569,"668,043,614,123",87951
Switzerland,2011,female,6612,"668,043,614,123",87951
Switzerland,2012,male,13192,"688,504,173,431",89634
Switzerland,2012,female,6898,"688,504,173,431",89634
Switzerland,2013,male,13832,"709,182,559,935",90809
Switzerland,2013,female,7183,"709,182,559,935",90809
Switzerland,2014,male,14444,"679,289,166,858",86068
Switzerland,2014,female,7459,"679,289,166,858",86068
Switzerland,2015,male,15094,"38,900,692,712",840
Switzerland,2015,female,7739,"38,900,692,712",840
Thailand,1985,male,1078,"43,096,746,122",911
Thailand,1985,female,1240,"43,096,746,122",911
Thailand,1986,male,2638,"50,535,438,696",1045
Thailand,1986,female,2264,"50,535,438,696",1045
Thailand,1987,male,4254,"85,343,063,966",1666
Thailand,1987,female,3444,"85,343,063,966",1666
Thailand,1990,male,6638,"98,234,695,722",1891
Thailand,1990,female,4758,"98,234,695,722",1891
Thailand,1991,male,8397,"111,452,869,378",2120
Thailand,1991,female,5915,"111,452,869,378",2120
Thailand,1992,male,10115,"146,683,499,006",2784
Thailand,1992,female,7106,"146,683,499,006",2784
Thailand,1994,male,11692,"169,278,552,851",3114
Thailand,1994,female,7801,"169,278,552,851",3114
Thailand,1995,male,13861,"183,035,154,107",3324
Thailand,1995,female,8946,"183,035,154,107",3324
Thailand,1996,male,16121,"150,180,268,649",2689
Thailand,1996,female,10089,"150,180,268,649",2689
Thailand,1997,male,18299,"113,675,706,127",2005
Thailand,1997,female,11043,"113,675,706,127",2005
Thailand,1998,male,20919,"126,668,932,160",2203
Thailand,1998,female,12164,"126,668,932,160",2203
Thailand,1999,male,23715,"126,392,308,498",2169
Thailand,1999,female,13372,"126,392,308,498",2169
Thailand,2000,male,26464,"134,300,851,255",2305
Thailand,2000,female,14521,"134,300,851,255",2305
Thailand,2002,male,29113,"152,280,653,544",2531
Thailand,2002,female,15711,"152,280,653,544",2531
Thailand,2003,male,31626,"172,895,476,153",2849
Thailand,2003,female,16770,"172,895,476,153",2849
Thailand,2004,male,33964,"189,318,499,954",3094
Thailand,2004,female,17813,"189,318,499,954",3094
Thailand,2005,male,36156,"221,758,486,880",3598
Thailand,2005,female,18720,"221,758,486,880",3598
Thailand,2006,male,38243,"262,942,650,544",4461
Thailand,2006,female,19476,"262,942,650,544",4461
Thailand,2007,male,41082,"291,383,081,232",4921
Thailand,2007,female,20287,"291,383,081,232",4921
Thailand,2008,male,43231,"281,710,095,725",4736
Thailand,2008,female,21159,"281,710,095,725",4736
Thailand,2009,male,46041,"341,105,009,515",5707
Thailand,2009,female,22020,"341,105,009,515",5707
Thailand,2010,male,48809,"370,818,747,397",6153
Thailand,2010,female,22868,"370,818,747,397",6153
Thailand,2011,male,51012,"397,558,094,270",6584
Thailand,2011,female,23756,"397,558,094,270",6584
Thailand,2012,male,53931,"420,333,333,333",6917
Thailand,2012,female,24686,"420,333,333,333",6917
Thailand,2013,male,56884,"407,339,361,696",6662
Thailand,2013,female,25542,"407,339,361,696",6662
Thailand,2014,male,59276,"401,399,422,443",6552
Thailand,2014,female,26420,"401,399,422,443",6552
Thailand,2015,male,62468,"411,755,164,833",6713
Thailand,2015,female,27259,"411,755,164,833",6713
Thailand,2016,male,65009,"64,087,694,038",1353
Thailand,2016,female,28101,"64,087,694,038",1353
Ukraine,1987,male,5017,"74,703,517,903",1571
Ukraine,1987,female,2593,"74,703,517,903",1571
Ukraine,1988,male,11738,"82,709,161,099",1732
Ukraine,1988,female,5101,"82,709,161,099",1732
Ukraine,1989,male,19445,"81,456,918,679",1698
Ukraine,1989,female,7692,"81,456,918,679",1698
Ukraine,1990,male,27180,"77,464,561,150",1607
Ukraine,1990,female,10108,"77,464,561,150",1607
Ukraine,1991,male,35036,"73,942,235,330",1525
Ukraine,1991,female,12470,"73,942,235,330",1525
Ukraine,1992,male,43634,"65,648,559,903",1349
Ukraine,1992,female,15008,"65,648,559,903",1349
Ukraine,1993,male,52939,"52,549,555,149",1081
Ukraine,1993,female,17613,"52,549,555,149",1081
Ukraine,1994,male,63433,"48,213,868,178",996
Ukraine,1994,female,20376,"48,213,868,178",996
Ukraine,1995,male,74794,"44,558,077,827",925
Ukraine,1995,female,23008,"44,558,077,827",925
Ukraine,1996,male,86787,"50,150,399,792",1046
Ukraine,1996,female,25673,"50,150,399,792",1046
Ukraine,1997,male,95162,"41,883,241,472",879
Ukraine,1997,female,28466,"41,883,241,472",879
Ukraine,1998,male,103521,"31,580,639,045",666
Ukraine,1998,female,31307,"31,580,639,045",666
Ukraine,1999,male,111758,"31,261,527,363",663
Ukraine,1999,female,33944,"31,261,527,363",663
