country,year,sex,suicides_no,gdp_for_year ($),gdp_per_capita ($)
Argentina,1985,male,763,"110,934,442,763",4072
Argentina,1985,female,538,"110,934,442,763",4072
Argentina,1986,male,2176,"111,106,191,358",4026
Argentina,1986,female,1179,"111,106,191,358",4026
Argentina,1987,male,3576,"126,206,817,196",4458
Argentina,1987,female,1865,"126,206,817,196",4458
Argentina,1988,male,5049,"76,636,898,036",2670
Argentina,1988,female,2530,"76,636,898,036",2670
Argentina,1989,male,6482,"141,352,368,715",4859
Argentina,1989,female,3136,"141,352,368,715",4859
Argentina,1990,male,7801,"189,719,984,268",6404
Argentina,1990,female,3731,"189,719,984,268",6404
Argentina,1991,male,9069,"228,788,617,202",7615
Argentina,1991,female,4230,"228,788,617,202",7615
Argentina,1992,male,10555,"236,741,715,015",7768
Argentina,1992,female,4734,"236,741,715,015",7768
Argentina,1993,male,12063,"257,440,000,000",8328
Argentina,1993,female,5227,"257,440,000,000",8328
Argentina,1994,male,13602,"258,031,750,000",8232
Argentina,1994,female,5737,"258,031,750,000",8232
Argentina,1995,male,15112,"272,149,750,000",8563
Argentina,1995,female,6241,"272,149,750,000",8563
Argentina,1996,male,16620,"292,859,000,000",9057
Argentina,1996,female,6773,"292,859,000,000",9057
Argentina,1997,male,18070,"298,948,250,000",9126
Argentina,1997,female,7312,"298,948,250,000",9126
Argentina,1998,male,19690,"283,523,000,000",8546
Argentina,1998,female,7838,"283,523,000,000",8546
Argentina,1999,male,21416,"284,203,750,000",8462
Argentina,1999,female,8331,"284,203,750,000",8462
Argentina,2000,male,23408,"268,696,750,000",7900
Argentina,2000,female,8881,"268,696,750,000",7900
Argentina,2001,male,25614,"97,724,004,252",2840
Argentina,2001,female,9557,"97,724,004,252",2840
Argentina,2002,male,27839,"127,586,973,492",3668
Argentina,2002,female,10260,"127,586,973,492",3668
Argentina,2003,male,30172,"164,657,930,453",4683
Argentina,2003,female,10944,"164,657,930,453",4683
Argentina,2004,male,32412,"198,737,095,012",5590
Argentina,2004,female,11598,"198,737,095,012",5590
Argentina,2005,male,34581,"232,557,260,817",6475
Argentina,2005,female,12262,"232,557,260,817",6475
Argentina,2006,male,36831,"287,530,508,431",7918
Argentina,2006,female,12874,"287,530,508,431",7918
Argentina,2007,male,38952,"361,558,037,110",9843
Argentina,2007,female,13474,"361,558,037,110",9843
Argentina,2008,male,41192,"332,976,484,578",8961
Argentina,2008,female,14085,"332,976,484,578",8961
Argentina,2009,male,43315,"423,627,422,092",11273
Argentina,2009,female,14669,"423,627,422,092",11273
Argentina,2010,male,45486,"530,163,281,575",13946
Argentina,2010,female,15235,"530,163,281,575",13946
Argentina,2011,male,47637,"545,982,375,701",14203
Argentina,2011,female,15818,"545,982,375,701",14203
Argentina,2012,male,50032,"552,025,140,252",14206
Argentina,2012,female,16446,"552,025,140,252",14206
Argentina,2013,male,52262,"526,319,673,732",13400
Argentina,2013,female,17035,"526,319,673,732",13400
Argentina,2014,male,54614,"594,749,285,413",14981
Argentina,2014,female,17722,"594,749,285,413",14981
Argentina,2015,male,56838,"180,190,994,861",12374
Argentina,2015,female,18326,"180,190,994,861",12374
Australia,1985,male,1012,"181,977,476,217",12288
Australia,1985,female,425,"181,977,476,217",12288
Australia,1986,male,2504,"189,041,159,344",12564
Australia,1986,female,888,"189,041,159,344",12564
Australia,1987,male,4120,"235,699,941,793",15393
Australia,1987,female,1325,"235,699,941,793",15393
Australia,1988,male,5739,"299,317,645,143",19223
Australia,1988,female,1785,"299,317,645,143",19223
Australia,1989,male,7290,"310,838,014,621",19665
Australia,1989,female,2209,"310,838,014,621",19665
Australia,1990,male,8961,"325,358,292,128",20320
Australia,1990,female,2653,"325,358,292,128",20320
Australia,1991,male,10653,"324,878,105,053",20050
Australia,1991,female,3135,"324,878,105,053",20050
Australia,1992,male,12352,"311,528,948,848",19030
Australia,1992,female,3600,"311,528,948,848",19030
Australia,1993,male,13897,"322,201,314,424",19469
Australia,1993,female,3998,"322,201,314,424",19469
Australia,1994,male,15662,"367,216,364,716",21902
Australia,1994,female,4416,"367,216,364,716",21902
Australia,1995,male,16933,"400,302,731,411",23526
Australia,1995,female,4875,"400,302,731,411",23526
Australia,1996,male,18777,"434,568,007,513",25234
Australia,1996,female,5335,"434,568,007,513",25234
Australia,1997,male,20337,"398,899,138,574",22897
Australia,1997,female,5892,"398,899,138,574",22897
Australia,1998,male,21866,"388,395,162,301",22016
Australia,1998,female,6416,"388,395,162,301",22016
Australia,1999,male,23354,"415,034,227,218",23219
Australia,1999,female,6905,"415,034,227,218",23219
Australia,2000,male,24774,"378,215,090,694",20860
Australia,2000,female,7410,"378,215,090,694",20860
Australia,2001,male,26221,"394,486,709,920",21474
Australia,2001,female,7932,"394,486,709,920",21474
Australia,2002,male,27582,"466,294,700,058",25059
Australia,2002,female,8438,"466,294,700,058",25059
Australia,2003,male,28873,"611,904,253,806",32454
Australia,2003,female,8909,"611,904,253,806",32454
Australia,2004,male,30159,"745,521,862,833",39014
Australia,2004,female,9351,"745,521,862,833",39014
Australia,2006,male,31096,"851,962,785,585",43171
Australia,2006,female,9845,"851,962,785,585",43171
Australia,2007,male,32454,"1,052,584,601,611",52315
Australia,2007,female,10375,"1,052,584,601,611",52315
Australia,2008,male,33522,"926,448,240,318",45128
Australia,2008,female,10883,"926,448,240,318",45128
Australia,2009,male,34552,"1,144,260,547,873",54887
Australia,2009,female,11435,"1,144,260,547,873",54887
Australia,2010,male,35603,"1,394,280,784,778",66770
Australia,2010,female,11988,"1,394,280,784,778",66770
Australia,2011,male,37269,"1,543,411,012,580",72669
Australia,2011,female,12568,"1,543,411,012,580",72669
Australia,2012,male,39041,"1,573,696,522,007",72856
Australia,2012,female,13218,"1,573,696,522,007",72856
Australia,2013,male,40825,"1,464,955,475,994",66809
Australia,2013,female,13882,"1,464,955,475,994",66809
Australia,2014,male,42141,"1,349,034,029,453",60656
Australia,2014,female,14591,"1,349,034,029,453",60656
Australia,2015,male,43489,"69,386,774,475",9759
Australia,2015,female,15326,"69,386,774,475",9759
Austria,1985,male,960,"99,036,165,210",13911
Austria,1985,female,624,"99,036,165,210",13911
Austria,1986,male,2298,"124,168,442,860",17415
Austria,1986,female,1252,"124,168,442,860",17415
Austria,1987,male,3535,"133,339,397,080",18663
Austria,1987,female,1876,"133,339,397,080",18663
Austria,1988,male,4674,"133,105,805,928",18544
Austria,1988,female,2405,"133,105,805,928",18544
Austria,1989,male,5821,"166,463,386,663",23020
Austria,1989,female,2990,"166,463,386,663",23020
Austria,1990,male,6919,"173,794,177,725",23808
Austria,1990,female,3531,"173,794,177,725",23808
Austria,1991,male,8009,"195,078,126,346",26450
Austria,1991,female,4001,"195,078,126,346",26450
Austria,1992,male,9112,"190,379,720,927",25611
Austria,1992,female,4478,"190,379,720,927",25611
Austria,1993,male,10156,"203,535,242,742",27274
Austria,1993,female,4938,"203,535,242,742",27274
Austria,1994,male,11267,"241,038,283,063",32237
Austria,1994,female,5429,"241,038,283,063",32237
Austria,1995,male,12416,"237,250,948,791",31660
Austria,1995,female,5884,"237,250,948,791",31660
Austria,1996,male,13564,"212,790,348,405",28325
Austria,1996,female,6327,"212,790,348,405",28325
Austria,1997,male,14580,"218,259,904,402",28972
Austria,1997,female,6744,"218,259,904,402",28972
Austria,1998,male,15592,"217,185,787,343",28722
Austria,1998,female,7126,"217,185,787,343",28722
Austria,1999,male,16569,"196,799,778,883",25922
Austria,1999,female,7555,"196,799,778,883",25922
Austria,2000,male,17553,"197,337,879,195",25848
Austria,2000,female,7987,"197,337,879,195",25848
Austria,2001,male,18483,"213,377,771,504",27772
Austria,2001,female,8395,"213,377,771,504",27772
Austria,2002,male,19486,"261,695,778,781",33889
Austria,2002,female,8758,"261,695,778,781",33889
Austria,2003,male,20377,"300,904,221,505",38711
Austria,2003,female,9146,"300,904,221,505",38711
Austria,2004,male,21264,"315,974,418,605",40367
Austria,2004,female,9492,"315,974,418,605",40367
Austria,2005,male,22147,"335,998,557,270",42698
Austria,2005,female,9842,"335,998,557,270",42698
Austria,2006,male,22976,"388,691,445,387",49218
Austria,2006,female,10139,"388,691,445,387",49218
Austria,2007,male,23774,"430,294,287,388",54294
Austria,2007,female,10456,"430,294,287,388",54294
Austria,2008,male,24537,"400,172,297,861",50356
Austria,2008,female,10760,"400,172,297,861",50356
Austria,2009,male,25322,"391,892,746,545",49181
Austria,2009,female,11066,"391,892,746,545",49181
Austria,2010,male,26112,"431,120,310,089",53923
Austria,2010,female,11360,"431,120,310,089",53923
Austria,2011,male,26891,"409,425,234,155",50979
Austria,2011,female,11673,"409,425,234,155",50979
Austria,2012,male,27689,"430,068,712,972",53229
Austria,2012,female,11962,"430,068,712,972",53229
Austria,2013,male,28435,"441,885,415,806",54278
Austria,2013,female,12286,"441,885,415,806",54278
Austria,2014,male,29219,"382,065,930,308",46484
Austria,2014,female,12610,"382,065,930,308",46484
Austria,2015,male,29966,"390,799,991,147",46976
Austria,2015,female,12900,"390,799,991,147",46976
Austria,2016,male,30660,"21,650,000,000",2301
Austria,2016,female,13195,"21,650,000,000",2301
Belarus,1990,male,558,"18,000,000,000",1899
Belarus,1990,female,435,"18,000,000,000",1899
Belarus,1991,male,1529,"17,037,037,037",1780
Belarus,1991,female,877,"17,037,037,037",1780
Belarus,1992,male,2638,"16,280,991,736",1689
Belarus,1992,female,1347,"16,280,991,736",1689
Belarus,1993,male,3926,"14,932,024,169",1547
Belarus,1993,female,1872,"14,932,024,169",1547
Belarus,1994,male,5352,"13,972,676,841",1444
Belarus,1994,female,2443,"13,972,676,841",1444
Belarus,1995,male,6819,"14,756,846,154",1524
Belarus,1995,female,2957,"14,756,846,154",1524
Belarus,1996,male,8509,"14,128,408,566",1458
Belarus,1996,female,3503,"14,128,408,566",1458
Belarus,1997,male,10654,"15,222,012,660",1570
Belarus,1997,female,4065,"15,222,012,660",1570
Belarus,1998,male,12866,"12,138,486,532",1269
Belarus,1998,female,4615,"12,138,486,532",1269
Belarus,1999,male,14995,"12,736,856,828",1335
Belarus,1999,female,5144,"12,736,856,828",1335
Belarus,2000,male,17252,"12,354,820,144",1299
Belarus,2000,female,5649,"12,354,820,144",1299
Belarus,2001,male,19407,"14,594,249,023",1541
Belarus,2001,female,6139,"14,594,249,023",1541
Belarus,2002,male,20924,"17,827,791,321",1892
Belarus,2002,female,6650,"17,827,791,321",1892
Belarus,2003,male,23171,"45,277,399,814",4898
Belarus,2003,female,7190,"45,277,399,814",4898
Belarus,2007,male,25252,"60,763,483,146",6601
Belarus,2007,female,7646,"60,763,483,146",6601
Belarus,2008,male,27308,"49,209,523,810",5366
Belarus,2008,female,8117,"49,209,523,810",5366
Belarus,2009,male,29401,"57,222,490,769",6371
Belarus,2009,female,8622,"57,222,490,769",6371
Belarus,2010,male,31355,"61,757,788,945",6902
Belarus,2010,female,9012,"61,757,788,945",6902
Belarus,2011,male,33035,"75,527,984,234",8477
Belarus,2011,female,9392,"75,527,984,234",8477
Belarus,2013,male,34478,"78,813,839,984",8849
Belarus,2013,female,9726,"78,813,839,984",8849
Belarus,2014,male,35818,"86,730,038,793",9356
Belarus,2014,female,10002,"86,730,038,793",9356
Belgium,1985,male,859,"120,661,220,336",12992
Belgium,1985,female,759,"120,661,220,336",12992
Belgium,1986,male,2136,"150,194,077,688",16165
Belgium,1986,female,1473,"150,194,077,688",16165
Belgium,1987,male,3457,"163,167,853,538",17509
Belgium,1987,female,2168,"163,167,853,538",17509
Belgium,1988,male,4629,"165,100,094,595",17659
Belgium,1988,female,2811,"165,100,094,595",17659
Belgium,1989,male,5747,"206,430,841,502",22032
Belgium,1989,female,3393,"206,430,841,502",22032
Belgium,1990,male,6842,"211,637,816,539",22523
Belgium,1990,female,3985,"211,637,816,539",22523
Belgium,1991,male,7915,"236,038,384,442",25036
Belgium,1991,female,4512,"236,038,384,442",25036
Belgium,1992,male,9050,"225,924,679,921",23875
Belgium,1992,female,5077,"225,924,679,921",23875
Belgium,1993,male,10406,"246,194,938,751",25922
Belgium,1993,female,5667,"246,194,938,751",25922
Belgium,1994,male,11749,"289,567,323,481",30394
Belgium,1994,female,6255,"289,567,323,481",30394
Belgium,1995,male,13130,"281,358,175,896",29438
Belgium,1995,female,6860,"281,358,175,896",29438
Belgium,1996,male,14415,"254,813,599,459",26609
Belgium,1996,female,7415,"254,813,599,459",26609
Belgium,1997,male,15769,"260,601,911,536",27087
Belgium,1997,female,8010,"260,601,911,536",27087
Belgium,1998,male,17046,"260,202,429,150",26969
Belgium,1998,female,8567,"260,202,429,150",26969
Belgium,1999,male,18259,"237,904,919,845",24592
Belgium,1999,female,9063,"237,904,919,845",24592
Belgium,2000,male,19609,"237,841,968,680",24494
Belgium,2000,female,9680,"237,841,968,680",24494
Belgium,2001,male,21020,"258,860,436,665",26526
Belgium,2001,female,10263,"258,860,436,665",26526
Belgium,2002,male,22344,"319,002,821,670",32538
Belgium,2002,female,10842,"319,002,821,670",32538
Belgium,2003,male,23702,"370,885,026,074",37661
Belgium,2003,female,11396,"370,885,026,074",37661
Belgium,2004,male,24995,"387,365,750,529",39124
Belgium,2004,female,11933,"387,365,750,529",39124
Belgium,2005,male,26302,"409,813,197,842",41135
Belgium,2005,female,12485,"409,813,197,842",41135
Belgium,2006,male,27555,"471,821,105,940",47040
Belgium,2006,female,13025,"471,821,105,940",47040
Belgium,2007,male,28712,"518,625,897,173",51345
Belgium,2007,female,13562,"518,625,897,173",51345
Belgium,2008,male,29990,"484,552,792,442",47630
Belgium,2008,female,14109,"484,552,792,442",47630
Belgium,2009,male,31276,"483,548,031,197",47355
Belgium,2009,female,14663,"483,548,031,197",47355
Belgium,2010,male,32543,"527,008,453,887",50893
Belgium,2010,female,15226,"527,008,453,887",50893
Belgium,2011,male,33835,"497,884,216,569",47678
Belgium,2011,female,15826,"497,884,216,569",47678
Belgium,2012,male,35129,"520,925,468,953",49489
Belgium,2012,female,16367,"520,925,468,953",49489
Belgium,2013,male,36309,"530,770,977,634",50173
Belgium,2013,female,16899,"530,770,977,634",50173
Belgium,2014,male,37460,"455,039,563,133",42830
Belgium,2014,female,17460,"455,039,563,133",42830
Belgium,2015,male,38598,"222,942,790,435",1898
Belgium,2015,female,18012,"222,942,790,435",1898
Brazil,1985,male,2498,"268,137,224,730",2257
Brazil,1985,female,1066,"268,137,224,730",2257
Brazil,1986,male,5512,"294,084,112,393",2394
Brazil,1986,female,2220,"294,084,112,393",2394
Brazil,1987,male,8872,"330,397,381,998",2628
Brazil,1987,female,3383,"330,397,381,998",2628
Brazil,1988,male,12064,"425,595,310,000",3310
Brazil,1988,female,4522,"425,595,310,000",3310
Brazil,1989,male,15315,"461,951,782,000",3516
Brazil,1989,female,5593,"461,951,782,000",3516
Brazil,1990,male,18753,"602,860,000,000",4490
Brazil,1990,female,6807,"602,860,000,000",4490
Brazil,1991,male,22561,"400,599,250,000",2924
Brazil,1991,female,8002,"400,599,250,000",2924
Brazil,1992,male,26448,"437,798,577,640",3136
Brazil,1992,female,9176,"437,798,577,640",3136
Brazil,1993,male,30601,"558,111,997,497",3925
Brazil,1993,female,10363,"558,111,997,497",3925
Brazil,1994,male,35026,"769,305,386,183",5313
Brazil,1994,female,11654,"769,305,386,183",5313
Brazil,1995,male,39981,"850,426,432,992",5771
Brazil,1995,female,13055,"850,426,432,992",5771
Brazil,1996,male,45105,"883,199,625,325",5891
Brazil,1996,female,14453,"883,199,625,325",5891
Brazil,1997,male,50360,"863,723,411,633",5663
Brazil,1997,female,15870,"863,723,411,633",5663
Brazil,1998,male,55620,"599,388,579,986",3864
Brazil,1998,female,17315,"599,388,579,986",3864
Brazil,1999,male,60687,"655,420,645,477",4156
Brazil,1999,female,18541,"655,420,645,477",4156
Brazil,2000,male,65855,"559,372,276,082",3492
Brazil,2000,female,19921,"559,372,276,082",3492
Brazil,2001,male,71764,"507,962,487,700",3121
Brazil,2001,female,21478,"507,962,487,700",3121
Brazil,2002,male,77548,"558,319,920,832",3376
Brazil,2002,female,23172,"558,319,920,832",3376
Brazil,2003,male,83562,"669,316,654,017",3984
Brazil,2003,female,24777,"669,316,654,017",3984
Brazil,2004,male,89584,"891,630,175,813",5230
Brazil,2004,female,26480,"891,630,175,813",5230
Brazil,2005,male,96012,"1,107,640,297,890",6403
Brazil,2005,female,28284,"1,107,640,297,890",6403
Brazil,2006,male,102554,"1,397,084,345,950",7970
Brazil,2006,female,30085,"1,397,084,345,950",7970
Brazil,2007,male,109233,"1,695,824,571,927",9555
Brazil,2007,female,31956,"1,695,824,571,927",9555
Brazil,2008,male,116181,"1,667,019,780,934",9283
Brazil,2008,female,33874,"1,667,019,780,934",9283
Brazil,2009,male,123359,"2,208,871,646,203",12161
Brazil,2009,female,35747,"2,208,871,646,203",12161
Brazil,2010,male,130357,"2,616,201,578,192",14245
Brazil,2010,female,37820,"2,616,201,578,192",14245
Brazil,2011,male,137739,"2,465,188,674,415",13283
Brazil,2011,female,39908,"2,465,188,674,415",13283
Brazil,2012,male,145404,"2,472,806,919,902",13191
Brazil,2012,female,42162,"2,472,806,919,902",13191
Brazil,2013,male,153324,"2,455,993,625,159",12975
Brazil,2013,female,44385,"2,455,993,625,159",12975
Brazil,2014,male,161332,"1,802,214,373,741",9431
Brazil,2014,female,46618,"1,802,214,373,741",9431
Brazil,2015,male,169628,"17,155,421,053",2044
Brazil,2015,female,49015,"17,155,421,053",2044
Bulgaria,1985,male,816,"20,249,294,118",2413
Bulgaria,1985,female,328,"20,249,294,118",2413
Bulgaria,1986,male,1619,"28,101,000,000",3355
Bulgaria,1986,female,761,"28,101,000,000",3355
Bulgaria,1987,male,2454,"22,555,941,176",2688
Bulgaria,1987,female,1190,"22,555,941,176",2688
Bulgaria,1988,male,3275,"21,988,444,444",2617
Bulgaria,1988,female,1617,"21,988,444,444",2617
Bulgaria,1989,male,4103,"20,632,090,909",2451
Bulgaria,1989,female,2036,"20,632,090,909",2451
Bulgaria,1990,male,4849,"10,943,548,387",1298
Bulgaria,1990,female,2439,"10,943,548,387",1298
Bulgaria,1991,male,5647,"10,350,515,464",1287
Bulgaria,1991,female,2822,"10,350,515,464",1287
Bulgaria,1992,male,6549,"10,829,710,145",1354
Bulgaria,1992,female,3233,"10,829,710,145",1354
Bulgaria,1993,male,7431,"9,697,416,974",1213
Bulgaria,1993,female,3680,"9,697,416,974",1213
Bulgaria,1994,male,8304,"13,063,422,619",1636
Bulgaria,1994,female,4096,"13,063,422,619",1636
Bulgaria,1995,male,9155,"10,109,612,142",1270
Bulgaria,1995,female,4509,"10,109,612,142",1270
Bulgaria,1996,male,10075,"11,195,612,105",1411
Bulgaria,1996,female,4924,"11,195,612,105",1411
Bulgaria,1997,male,10909,"14,630,992,956",1852
Bulgaria,1997,female,5387,"14,630,992,956",1852
Bulgaria,1998,male,11763,"13,495,075,366",1715
Bulgaria,1998,female,5835,"13,495,075,366",1715
Bulgaria,1999,male,12550,"13,153,016,531",1680
Bulgaria,1999,female,6177,"13,153,016,531",1680
Bulgaria,2000,male,13371,"14,075,616,789",1854
Bulgaria,2000,female,6559,"14,075,616,789",1854
Bulgaria,2001,male,14160,"16,276,456,428",2157
Bulgaria,2001,female,6922,"16,276,456,428",2157
Bulgaria,2002,male,14960,"20,982,685,981",2800
Bulgaria,2002,female,7258,"20,982,685,981",2800
Bulgaria,2003,male,15596,"25,957,970,922",3485
Bulgaria,2003,female,7550,"25,957,970,922",3485
Bulgaria,2004,male,16200,"29,636,617,750",4003
Bulgaria,2004,female,7817,"29,636,617,750",4003
Bulgaria,2005,male,16801,"34,130,122,491",4638
Bulgaria,2005,female,8072,"34,130,122,491",4638
Bulgaria,2006,male,17399,"44,411,476,557",6073
Bulgaria,2006,female,8297,"44,411,476,557",6073
Bulgaria,2007,male,17911,"54,409,138,498",7487
Bulgaria,2007,female,8536,"54,409,138,498",7487
Bulgaria,2008,male,18473,"51,884,481,410",7186
Bulgaria,2008,female,8781,"51,884,481,410",7186
Bulgaria,2009,male,19015,"50,610,058,210",7066
Bulgaria,2009,female,8987,"50,610,058,210",7066
Bulgaria,2010,male,19527,"57,418,414,504",8137
Bulgaria,2010,female,9197,"57,418,414,504",8137
Bulgaria,2011,male,20034,"53,903,022,339",7745
Bulgaria,2011,female,9355,"53,903,022,339",7745
Bulgaria,2012,male,20567,"55,758,754,072",8057
Bulgaria,2012,female,9554,"55,758,754,072",8057
Bulgaria,2013,male,21027,"56,731,990,232",8241
Bulgaria,2013,female,9702,"56,731,990,232",8241
Bulgaria,2014,male,21459,"364,756,499,451",15522
Bulgaria,2014,female,9874,"364,756,499,451",15522
Canada,1985,male,1952,"377,437,927,312",16062
Canada,1985,female,693,"377,437,927,312",16062
Canada,1986,male,4659,"431,316,742,081",18124
Canada,1986,female,1513,"431,316,742,081",18124
Canada,1987,male,6742,"507,354,351,182",21069
Canada,1987,female,2312,"507,354,351,182",21069
Canada,1988,male,9346,"565,055,743,243",23188
Canada,1988,female,3088,"565,055,743,243",23188
Canada,1989,male,11910,"593,929,550,908",24041
Canada,1989,female,3884,"593,929,550,908",24041
Canada,1990,male,14434,"610,328,183,643",24038
Canada,1990,female,4589,"610,328,183,643",24038
Canada,1991,male,16596,"592,387,689,253",22393
Canada,1991,female,5307,"592,387,689,253",22393
Canada,1992,male,18779,"577,170,761,956",21421
Canada,1992,female,6093,"577,170,761,956",21421
Canada,1993,male,20652,"578,139,279,438",21219
Canada,1993,female,6882,"578,139,279,438",21219
Canada,1994,male,23460,"604,031,623,433",21871
Canada,1994,female,7662,"604,031,623,433",21871
Canada,1995,male,25872,"628,546,387,972",22686
Canada,1995,female,8474,"628,546,387,972",22686
Canada,1996,male,28803,"652,825,364,726",23245
Canada,1996,female,9322,"652,825,364,726",23245
Canada,1997,male,30487,"631,813,279,407",22268
Canada,1997,female,10089,"631,813,279,407",22268
Canada,1998,male,32186,"676,082,654,641",23572
Canada,1998,female,10863,"676,082,654,641",23572
Canada,1999,male,33968,"742,293,448,253",25589
Canada,1999,female,11713,"742,293,448,253",25589
Canada,2000,male,35512,"736,379,777,893",25165
Canada,2000,female,12521,"736,379,777,893",25165
Canada,2001,male,37036,"757,950,678,647",25570
Canada,2001,female,13344,"757,950,678,647",25570
Canada,2002,male,38595,"892,380,986,368",29787
Canada,2002,female,14143,"892,380,986,368",29787
Canada,2003,male,40181,"1,023,196,003,075",33787
Canada,2003,female,15005,"1,023,196,003,075",33787
Canada,2004,male,41705,"1,169,357,979,865",38218
Canada,2004,female,15884,"1,169,357,979,865",38218
Canada,2005,male,43221,"1,315,415,197,461",42566
Canada,2005,female,16770,"1,315,415,197,461",42566
Canada,2006,male,44714,"1,464,977,190,206",46890
Canada,2006,female,17587,"1,464,977,190,206",46890
Canada,2007,male,46217,"1,549,131,208,997",49041
Canada,2007,female,18471,"1,549,131,208,997",49041
Canada,2008,male,47753,"1,371,153,004,986",42933
Canada,2008,female,19399,"1,371,153,004,986",42933
Canada,2009,male,49414,"1,613,464,422,811",49974
Canada,2009,female,20300,"1,613,464,422,811",49974
Canada,2010,male,51103,"1,788,647,906,048",54841
Canada,2010,female,21270,"1,788,647,906,048",54841
Canada,2011,male,52757,"1,824,288,757,448",55347
Canada,2011,female,22217,"1,824,288,757,448",55347
Canada,2012,male,54524,"1,842,628,005,830",55310
Canada,2012,female,23171,"1,842,628,005,830",55310
Canada,2013,male,56321,"17,702,885,394",1658
Canada,2013,female,24184,"17,702,885,394",1658
Chile,1985,male,438,"18,891,048,819",1728
Chile,1985,female,111,"18,891,048,819",1728
Chile,1986,male,949,"22,255,407,685",1985
Chile,1986,female,233,"22,255,407,685",1985
Chile,1987,male,1397,"26,040,229,793",2303
Chile,1987,female,358,"26,040,229,793",2303
Chile,1988,male,1948,"29,885,685,143",2599
Chile,1988,female,475,"29,885,685,143",2599
Chile,1989,male,2540,"33,113,887,818",2828
Chile,1989,female,574,"33,113,887,818",2828
Chile,1990,male,3029,"37,834,793,730",3187
Chile,1990,female,683,"37,834,793,730",3187
Chile,1991,male,3652,"45,964,327,559",3791
Chile,1991,female,816,"45,964,327,559",3791
Chile,1992,male,4189,"49,297,773,130",4006
Chile,1992,female,912,"49,297,773,130",4006
Chile,1993,male,4763,"57,008,425,296",4551
Chile,1993,female,1028,"57,008,425,296",4551
Chile,1994,male,5434,"73,447,063,319",5695
Chile,1994,female,1125,"73,447,063,319",5695
Chile,1995,male,6199,"78,039,572,222",5946
Chile,1995,female,1248,"78,039,572,222",5946
Chile,1996,male,6836,"84,952,360,922",6368
Chile,1996,female,1369,"84,952,360,922",6368
Chile,1997,male,7571,"81,577,430,181",6023
Chile,1997,female,1503,"81,577,430,181",6023
Chile,1998,male,8428,"75,173,794,497",5470
Chile,1998,female,1635,"75,173,794,497",5470
Chile,1999,male,9280,"77,860,932,152",5584
Chile,1999,female,1773,"77,860,932,152",5584
Chile,2000,male,10480,"70,979,923,960",5020
Chile,2000,female,1980,"70,979,923,960",5020
Chile,2001,male,11821,"69,736,811,435",4866
Chile,2001,female,2213,"69,736,811,435",4866
Chile,2002,male,13116,"75,643,459,840",5208
Chile,2002,female,2459,"75,643,459,840",5208
Chile,2003,male,14450,"99,210,392,858",6744
Chile,2003,female,2711,"99,210,392,858",6744
Chile,2004,male,15852,"122,964,812,046",8256
Chile,2004,female,2974,"122,964,812,046",8256
Chile,2005,male,17186,"154,788,024,806",10270
Chile,2005,female,3253,"154,788,024,806",10270
Chile,2006,male,18602,"173,605,968,179",11387
Chile,2006,female,3550,"173,605,968,179",11387
Chile,2007,male,20035,"179,638,496,279",11653
Chile,2007,female,3902,"179,638,496,279",11653
Chile,2008,male,21635,"172,389,498,445",11062
Chile,2008,female,4316,"172,389,498,445",11062
Chile,2009,male,23271,"218,537,551,220",13874
Chile,2009,female,4740,"218,537,551,220",13874
Chile,2010,male,24791,"252,251,992,029",15854
Chile,2010,female,5123,"252,251,992,029",15854
Chile,2011,male,26359,"267,122,320,057",16617
Chile,2011,female,5493,"267,122,320,057",16617
Chile,2012,male,27768,"278,384,332,694",17140
Chile,2012,female,5824,"278,384,332,694",17140
Chile,2013,male,29106,"260,584,090,571",15883
Chile,2013,female,6142,"260,584,090,571",15883
Chile,2014,male,30489,"243,999,477,738",14729
Chile,2014,female,6456,"243,999,477,738",14729
Chile,2015,male,31832,"34,894,411,352",1393
Chile,2015,female,6834,"34,894,411,352",1393
Colombia,1985,male,649,"34,942,489,684",1366
Colombia,1985,female,218,"34,942,489,684",1366
Colombia,1986,male,1376,"36,373,307,085",1299
Colombia,1986,female,436,"36,373,307,085",1299
Colombia,1987,male,1831,"39,212,550,050",1369
Colombia,1987,female,631,"39,212,550,050",1369
Colombia,1988,male,2545,"39,540,080,200",1350
Colombia,1988,female,802,"39,540,080,200",1350
Colombia,1989,male,3181,"40,274,204,595",1346
Colombia,1989,female,980,"40,274,204,595",1346
Colombia,1990,male,3825,"41,239,551,378",1348
Colombia,1990,female,1180,"41,239,551,378",1348
Colombia,1991,male,4343,"49,279,585,355",1664
Colombia,1991,female,1392,"49,279,585,355",1664
Colombia,1992,male,5085,"55,802,538,219",1845
Colombia,1992,female,1628,"55,802,538,219",1845
Colombia,1993,male,5934,"81,703,500,846",2646
Colombia,1993,female,1842,"81,703,500,846",2646
Colombia,1994,male,6833,"92,507,279,383",2796
Colombia,1994,female,2110,"92,507,279,383",2796
Colombia,1995,male,7695,"97,160,109,278",2883
Colombia,1995,female,2371,"97,160,109,278",2883
Colombia,1996,male,8613,"106,659,508,271",3106
Colombia,1996,female,2629,"106,659,508,271",3106
Colombia,1997,male,9540,"98,443,739,941",2814
Colombia,1997,female,2910,"98,443,739,941",2814
Colombia,1998,male,11041,"86,186,158,685",2419
Colombia,1998,female,3410,"86,186,158,685",2419
